#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-36A0BE5FC7C4AF6C-23FDB0AC43438DB5
#datatype	hitsConcise Results(Superfamily only)
#status	0
#Start time	2023-05-27T23:15:41	Run time	0:00:02:28
#status	success

Num	Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
151	QTD52802.1 MotA/TolQ/ExbB proton channel family protein [Sulfidibacter corallicola]	superfamily	444982	177	247	1.37078e-07	49.028	cl00568	MotA_ExbB superfamily	N	 - 
152	CAB12348.1 twocomponent sensor histidine kinase [YdfI] [Bacillus subtilis subsp. subtilis str. 168]	superfamily	226951	12	400	2.85359e-72	230.451	cl34781	COG4585 superfamily	 - 	 - 
153	UAK41219.1 inorganic phosphate transporter [Bacteroides nordii]	superfamily	452761	8	176	2.51524e-10	62.601	cl27575	PHO4 superfamily	C	 - 
155	QTD51577.1 MotA/TolQ/ExbB proton channel family protein [Sulfidibacter corallicola]	superfamily	444963	200	278	0.00837393	35.7073	cl00537	ExbD superfamily	N	 - 
156	AHZ86390.1 hypothetical protein EP01_15820 [Bdellovibrio bacteriovorus]	superfamily	411476	161	284	9.88981e-07	49.3762	cl44459	antiphage_ZorA_2 superfamily	NC	 - 
157	AKF24681.1 hypothetical protein YH65_04225 [Sulfurovum lithotrophicum]	superfamily	444982	120	186	0.000200727	40.5536	cl00568	MotA_ExbB superfamily	N	 - 
158	ALF47932.1 putative membrane protein [Campylobacter concisus]	superfamily	444982	128	194	0.00177742	38.2425	cl00568	MotA_ExbB superfamily	N	 - 
158	ALF47932.1 putative membrane protein [Campylobacter concisus]	superfamily	235175	252	434	0.00597996	38.8916	cl35229	PRK03918 superfamily	NC	 - 
159	CAL34744.1 putative membrane protein [Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819]	superfamily	224117	277	480	1.2632e-06	51.2536	cl34174	Smc superfamily	NC	 - 
159	CAL34744.1 putative membrane protein [Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819]	superfamily	444982	129	207	3.05902e-06	45.9464	cl00568	MotA_ExbB superfamily	N	 - 
162	AUX27689.1 ABC transporter permease [Sorangium cellulosum]	superfamily	224097	14	295	6.75865e-62	197.449	cl43349	PotB superfamily	 - 	 - 
163	AEO48101.1 chemotaxis sensory transducer [Rhodospirillum rubrum F11]	superfamily	453967	296	549	6.4143e-41	148.588	cl39097	MCP_signal superfamily	 - 	 - 
163	AEO48101.1 chemotaxis sensory transducer [Rhodospirillum rubrum F11]	superfamily	435780	37	183	3.57382e-27	107.054	cl38515	sCache_2 superfamily	 - 	 - 
164	AEO48100.1 chemotaxis sensory transducer [Rhodospirillum rubrum F11]	superfamily	453967	296	549	2.82805e-38	141.269	cl39097	MCP_signal superfamily	 - 	 - 
164	AEO48100.1 chemotaxis sensory transducer [Rhodospirillum rubrum F11]	superfamily	435780	37	183	9.06216e-25	100.12	cl38515	sCache_2 superfamily	 - 	 - 
165	QVL33094.1 MotA/TolQ/ExbB proton channel family protein [Telmatocola sphagniphila]	superfamily	444982	77	143	0.00221233	36.3165	cl00568	MotA_ExbB superfamily	N	 - 
169	ADY61197.1 MotA/TolQ/ExbB proton channel [Rubinisphaera brasiliensis DSM 5305]	superfamily	444982	140	214	1.54448e-05	44.0204	cl00568	MotA_ExbB superfamily	C	 - 
170	CAD71788.1 probable biopolymer transport protein [Rhodopirellula baltica SH 1]	superfamily	444982	199	285	4.30439e-10	57.1172	cl00568	MotA_ExbB superfamily	 - 	 - 
171	QDU95463.1 MotA/TolQ/ExbB proton channel family protein [Lignipirellula cremea]	superfamily	444982	129	215	0.000214275	40.5536	cl00568	MotA_ExbB superfamily	C	 - 
172	QDU27457.1 MotA/TolQ/ExbB proton channel family protein [Anatilimnocola aggregata]	superfamily	444982	145	239	7.45646e-06	44.7908	cl00568	MotA_ExbB superfamily	N	 - 
173	ADB18690.1 hypothetical protein Psta_4037 [Pirellula staleyi DSM 6068]	superfamily	223881	31	255	1.42658e-05	45.7663	cl42820	TolQ superfamily	 - 	 - 
174	ACF14782.1 MotA/TolQ/ExbB proton channel [Chloroherpeton thalassium ATCC 35110]	superfamily	444982	102	228	1.37222e-30	109.89	cl00568	MotA_ExbB superfamily	 - 	 - 
175	ABL64659.1 outer membrane transport energization protein ExbB [Chlorobium phaeobacteroides DSM 266]	superfamily	444982	109	228	3.41755e-27	101.03	cl00568	MotA_ExbB superfamily	 - 	 - 
176	ACF11913.1 MotA/TolQ/ExbB proton channel [Chlorobaculum parvum NCIB 8327]	superfamily	444982	109	228	7.12431e-28	102.956	cl00568	MotA_ExbB superfamily	 - 	 - 
177	ACF43024.1 MotA/TolQ/ExbB proton channel [Pelodictyon phaeoclathratiforme BU1]	superfamily	223881	35	235	1.13954e-23	94.6866	cl42820	TolQ superfamily	 - 	 - 
178	ACD90995.1 MotA/TolQ/ExbB proton channel [Chlorobium limicola DSM 245]	superfamily	444982	125	227	5.24004e-27	100.645	cl00568	MotA_ExbB superfamily	 - 	 - 
179	AEW03299.1 outer membrane transport energization protein ExbB [Niastella koreensis GR2010]	superfamily	444982	140	269	7.0304e-11	58.2728	cl00568	MotA_ExbB superfamily	 - 	 - 
180	ABG59284.1 outer membrane transport energization protein ExbB [Cytophaga hutchinsonii ATCC 33406]	superfamily	444982	152	248	8.33587e-34	119.134	cl00568	MotA_ExbB superfamily	 - 	 - 
181	AKD02510.1 flagellar motor protein MotA [Pontibacter korlensis]	superfamily	444982	132	260	1.44293e-32	116.053	cl00568	MotA_ExbB superfamily	 - 	 - 
182	UAK41566.1 MotA/TolQ/ExbB proton channel family protein [Bacteroides nordii]	superfamily	444982	154	250	5.36771e-31	111.43	cl00568	MotA_ExbB superfamily	 - 	 - 
183	BCI63438.1 flagellar motor protein MotA [Coprobacter secundus subsp. similis]	superfamily	444982	156	252	8.02911e-31	111.045	cl00568	MotA_ExbB superfamily	 - 	 - 
184	ADL01024.1 MotA/TolQ/ExbB proton channel [Brevundimonas subvibrioides ATCC 15264]	superfamily	444982	69	287	4.7333e-61	192.848	cl00568	MotA_ExbB superfamily	 - 	 - 
185	ACL95886.1 TonB accessory protein exbB [Caulobacter vibrioides NA1000]	superfamily	444982	78	296	2.28619e-64	201.707	cl00568	MotA_ExbB superfamily	 - 	 - 
186	ADE86105.1 biopolymer transport protein ExbB [Rhodobacter capsulatus SB 1003]	superfamily	444982	39	242	3.90616e-64	199.548	cl00568	MotA_ExbB superfamily	 - 	 - 
187	ABA05559.1 outer membrane transport energization protein ExbB [Nitrobacter winogradskyi Nb255]	superfamily	444982	96	305	1.73445e-96	283.907	cl00568	MotA_ExbB superfamily	 - 	 - 
188	ABA04528.1 outer membrane transport energization protein ExbB [Nitrobacter winogradskyi Nb255]	superfamily	444982	94	303	2.61213e-95	280.825	cl00568	MotA_ExbB superfamily	 - 	 - 
189	ABA05299.1 outer membrane transport energization protein ExbB [Nitrobacter winogradskyi Nb255]	superfamily	444982	186	397	3.99383e-99	294.307	cl00568	MotA_ExbB superfamily	 - 	 - 
190	ABA03969.1 outer membrane transport energization protein ExbB [Nitrobacter winogradskyi Nb255]	superfamily	444982	165	376	2.32089e-95	283.907	cl00568	MotA_ExbB superfamily	 - 	 - 
191	AJJ56099.1 tonBsystem energizer ExbB [Yersinia pseudotuberculosis IP 32953]	superfamily	444982	107	345	1.064e-126	363.045	cl00568	MotA_ExbB superfamily	 - 	 - 
192	AJJ31614.1 tonBsystem energizer ExbB [Yersinia pestis]	superfamily	444982	107	345	2.97322e-126	361.889	cl00568	MotA_ExbB superfamily	 - 	 - 
193	QXB09426.1 tolpal systemassociated acylCoA thioesterase [Klebsiella aerogenes]	superfamily	444982	1	243	1.78138e-172	474.367	cl00568	MotA_ExbB superfamily	 - 	 - 
194	QKY94846.1 tolpal systemassociated acylCoA thioesterase [Shigella sonnei]	superfamily	444982	1	244	3.50635e-180	494.012	cl00568	MotA_ExbB superfamily	 - 	 - 
195	AAC76042.1 Ton complex subunit ExbB [Escherichia coli str. K12 substr. MG1655]	superfamily	444982	1	244	3.50635e-180	494.012	cl00568	MotA_ExbB superfamily	 - 	 - 
196	CDK97637.1 membrane spanning protein in TonBExbBExbD complex [Magnetospirillum gryphiswaldense MSR1 v2]	superfamily	444982	6	215	4.81115e-89	261.565	cl00568	MotA_ExbB superfamily	 - 	 - 
197	ABQ60495.1 ExbB [Brucella ovis ATCC 25840]	superfamily	444982	77	289	6.97749e-122	347.85	cl00568	MotA_ExbB superfamily	 - 	 - 
198	BAG40198.1 TolQ protein [Orientia tsutsugamushi str. Ikeda]	superfamily	444982	12	222	2.24116e-72	219.041	cl00568	MotA_ExbB superfamily	 - 	 - 
199	AIQ91305.1 TolQ protein [Methylobacterium oryzae CBMB20]	superfamily	444982	15	218	1.17816e-73	222.508	cl00568	MotA_ExbB superfamily	 - 	 - 
200	AEO48685.1 MotA/TolQ/ExbB proton channel [Rhodospirillum rubrum F11]	superfamily	444982	81	285	1.04511e-71	220.197	cl00568	MotA_ExbB superfamily	 - 	 - 
201	AEI88825.1 Tolq transport protein [Candidatus Midichloria mitochondrii IricVA]	superfamily	444982	32	242	1.03848e-92	271.428	cl00568	MotA_ExbB superfamily	 - 	 - 
202	ADL00174.1 protein TolQ [Brevundimonas subvibrioides ATCC 15264]	superfamily	444982	14	229	2.3625e-70	215.189	cl00568	MotA_ExbB superfamily	 - 	 - 
203	ACL96805.1 TolQ protein [Caulobacter vibrioides NA1000]	superfamily	444982	11	226	2.23102e-100	290.303	cl00568	MotA_ExbB superfamily	 - 	 - 
204	QNQ08778.1 protein TolQ [Sphingomonas alpina]	superfamily	444982	13	224	1.4995e-86	255.25	cl00568	MotA_ExbB superfamily	 - 	 - 
205	ADE86923.1 TolQ protein [Rhodobacter capsulatus SB 1003]	superfamily	444982	18	230	3.43379e-101	292.614	cl00568	MotA_ExbB superfamily	 - 	 - 
206	ABQ61581.1 protein TolQ [Brucella ovis ATCC 25840]	superfamily	444982	14	226	1.34709e-117	334.216	cl00568	MotA_ExbB superfamily	 - 	 - 
207	AIQ88683.1 TolQ protein [Methylobacterium oryzae CBMB20]	superfamily	444982	16	228	3.59015e-110	315.341	cl00568	MotA_ExbB superfamily	 - 	 - 
208	ABA05973.1 Cell division and transportassociated protein TolQ [Nitrobacter winogradskyi Nb255]	superfamily	444982	19	231	5.14801e-105	302.244	cl00568	MotA_ExbB superfamily	 - 	 - 
209	AEO47594.1 MotA/TolQ/ExbB proton channel [Rhodospirillum rubrum F11]	superfamily	444982	82	297	8.46608e-107	309.563	cl00568	MotA_ExbB superfamily	 - 	 - 
210	CDK97994.1 TolQ protein [Magnetospirillum gryphiswaldense MSR1 v2]	superfamily	444982	19	235	2.87324e-107	308.022	cl00568	MotA_ExbB superfamily	 - 	 - 
211	AIK95558.1 biopolymer transporter ExbB [Candidatus Paracaedibacter acanthamoebae]	superfamily	444982	21	237	7.03446e-105	302.244	cl00568	MotA_ExbB superfamily	 - 	 - 
212	ATX81939.1 Cell division and transportassociated protein TolQ [Mariprofundus ferrinatatus]	superfamily	444982	6	225	3.81062e-84	249.087	cl00568	MotA_ExbB superfamily	 - 	 - 
213	ATX79746.1 Cell division and transportassociated protein TolQ [Mariprofundus aestuarium]	superfamily	444982	6	225	1.67656e-92	270.273	cl00568	MotA_ExbB superfamily	 - 	 - 
214	ADY82611.1 tolerance to group A colicins, singlestranded DNA filamentous phage, required for OM integrity [Acinetobacter pittii PHEA2]	superfamily	444982	10	185	1.07944e-85	251.013	cl00568	MotA_ExbB superfamily	 - 	 - 
215	QKS27990.1 MAG: protein TolQ [Candidatus Accumulibacter similis]	superfamily	444982	8	222	1.56625e-118	336.142	cl00568	MotA_ExbB superfamily	 - 	 - 
216	ATU66653.1 protein TolQ [Rhizobacter gummiphilus]	superfamily	444982	6	219	3.332e-109	313.03	cl00568	MotA_ExbB superfamily	 - 	 - 
217	UBQ04634.1 protein TolQ [Tepidimonas taiwanensis]	superfamily	444982	6	220	1.8528e-108	310.719	cl00568	MotA_ExbB superfamily	 - 	 - 
218	APW43236.1 protein TolQ [Rhodoferax saidenbachensis]	superfamily	444982	6	220	1.21881e-105	303.785	cl00568	MotA_ExbB superfamily	 - 	 - 
219	AAG04358.1 TolQ protein [Pseudomonas aeruginosa PAO1]	superfamily	444982	10	224	5.59446e-116	329.979	cl00568	MotA_ExbB superfamily	 - 	 - 
220	AJJ55217.1 protein TolQ [Yersinia pseudotuberculosis IP 32953]	superfamily	444982	4	228	3.08742e-161	444.695	cl00568	MotA_ExbB superfamily	 - 	 - 
221	AJJ31712.1 protein TolQ [Yersinia pestis]	superfamily	444982	4	228	3.08742e-161	444.695	cl00568	MotA_ExbB superfamily	 - 	 - 
222	QXB11428.1 TolPal system protein TolQ [Klebsiella aerogenes]	superfamily	444982	4	230	3.30345e-163	449.702	cl00568	MotA_ExbB superfamily	 - 	 - 
223	QKY92913.1 TolPal system protein TolQ [Shigella sonnei]	superfamily	444982	4	230	4.9099e-162	446.621	cl00568	MotA_ExbB superfamily	 - 	 - 
224	AAC73831.1 TolPal system protein TolQ [Escherichia coli str. K12 substr. MG1655]	superfamily	444982	4	230	4.9099e-162	446.621	cl00568	MotA_ExbB superfamily	 - 	 - 
225	QEO41016.1 protein TolQ [Vibrio cholerae]	superfamily	444982	5	227	2.48071e-114	326.053	cl00568	MotA_ExbB superfamily	 - 	 - 
226	BAC59320.1 TolQ protein [Vibrio parahaemolyticus RIMD 2210633]	superfamily	444982	5	231	1.24562e-115	329.52	cl00568	MotA_ExbB superfamily	 - 	 - 
227	ACF11057.1 protein TolQ [Chlorobaculum parvum NCIB 8327]	superfamily	444982	8	213	3.07061e-80	238.686	cl00568	MotA_ExbB superfamily	 - 	 - 
228	ACD89825.1 protein TolQ [Chlorobium limicola DSM 245]	superfamily	444982	7	213	1.09583e-59	186.685	cl00568	MotA_ExbB superfamily	 - 	 - 
229	ACF44367.1 protein TolQ [Pelodictyon phaeoclathratiforme BU1]	superfamily	444982	7	213	6.895e-64	197.085	cl00568	MotA_ExbB superfamily	 - 	 - 
230	ABL64907.1 Cell division and transportassociated protein TolQ [Chlorobium phaeobacteroides DSM 266]	superfamily	444982	7	213	6.57103e-76	227.901	cl00568	MotA_ExbB superfamily	 - 	 - 
231	QTD52661.1 MotA/TolQ/ExbB proton channel family protein [Sulfidibacter corallicola]	superfamily	444982	2	220	7.47338e-68	207.485	cl00568	MotA_ExbB superfamily	 - 	 - 
232	AHZ85825.1 adventurous gliding motility protein X [Bdellovibrio bacteriovorus]	superfamily	444982	2	218	3.65905e-78	233.679	cl00568	MotA_ExbB superfamily	 - 	 - 
233	AQV01680.1 protein TolQ [Desulfococcus multivorans]	superfamily	444982	7	227	1.66888e-69	212.108	cl00568	MotA_ExbB superfamily	 - 	 - 
234	AWV88602.1 flagellar motor protein MotA [Bradymonas sediminis]	superfamily	444982	47	245	1.21851e-69	212.878	cl00568	MotA_ExbB superfamily	 - 	 - 
235	AAR33363.1 biopolymer transport membrane proton channel, TolQrelated protein [Geobacter sulfurreducens PCA]	superfamily	444982	19	220	4.77613e-78	233.294	cl00568	MotA_ExbB superfamily	 - 	 - 
236	ACL64052.1 protein TolQ [Anaeromyxobacter dehalogenans 2CP1]	superfamily	444982	34	253	5.29323e-75	227.131	cl00568	MotA_ExbB superfamily	 - 	 - 
237	AFE07999.1 MotA/TolQ/ExbB proton channel family protein [Corallococcus coralloides DSM 2259]	superfamily	444982	13	234	1.78612e-66	204.404	cl00568	MotA_ExbB superfamily	 - 	 - 
238	ABF91581.1 transporter, MotA/TolQ/ExbB proton channel family [Myxococcus xanthus DK 1622]	superfamily	444982	13	232	5.97902e-60	187.84	cl00568	MotA_ExbB superfamily	 - 	 - 
239	ADO74176.1 Adventurous gliding motility protein X [Stigmatella aurantiaca DW4/31]	superfamily	444982	12	230	4.41412e-64	198.241	cl00568	MotA_ExbB superfamily	 - 	 - 
240	QOY87643.1 MotA/TolQ/ExbB proton channel family protein [Paludibaculum fermentans]	superfamily	444982	11	221	2.1375e-47	155.483	cl00568	MotA_ExbB superfamily	 - 	 - 
241	AFL88606.1 biopolymer transport protein [Terriglobus roseus DSM 18391]	superfamily	444982	51	239	1.57637e-55	177.44	cl00568	MotA_ExbB superfamily	 - 	 - 
242	AFL88265.1 biopolymer transport protein [Terriglobus roseus DSM 18391]	superfamily	444982	51	239	1.57637e-55	177.44	cl00568	MotA_ExbB superfamily	 - 	 - 
243	ACO32834.1 transporter, MotA/TolQ/ExbB proton channel family [Acidobacterium capsulatum ATCC 51196]	superfamily	444982	23	228	1.4148e-56	179.751	cl00568	MotA_ExbB superfamily	 - 	 - 
244	ABC76751.1 tolQ protein [Syntrophus aciditrophicus SB]	superfamily	444982	46	243	2.56878e-46	153.557	cl00568	MotA_ExbB superfamily	 - 	 - 
245	BCB95125.1 protein TolQ [Dissulfurispira thermophila]	superfamily	444982	4	206	2.60724e-77	230.983	cl00568	MotA_ExbB superfamily	 - 	 - 
246	ACI22061.1 TolQ protein [Thermodesulfovibrio yellowstonii DSM 11347]	superfamily	444982	6	208	4.73892e-92	268.347	cl00568	MotA_ExbB superfamily	 - 	 - 
247	UPT76060.1 MAG: MotA/TolQ/ExbB proton channel family protein [Elusimicrobia bacterium]	superfamily	444982	9	105	5.14228e-32	109.119	cl00568	MotA_ExbB superfamily	 - 	 - 
248	BAM06957.1 putative MotA/TolQ/ExbB proton channel [Leptospirillum ferrooxidans C23]	superfamily	444982	25	214	1.00622e-54	173.973	cl00568	MotA_ExbB superfamily	 - 	 - 
249	AOO64467.1 putative biopolymer transport protein ExbBlike [Sulfurospirillum halorespirans DSM 13726]	superfamily	223881	15	196	9.66748e-33	116.643	cl42820	TolQ superfamily	 - 	 - 
250	AKF24510.1 biopolymer transporter [Sulfurovum lithotrophicum]	superfamily	223881	14	190	2.58829e-31	112.791	cl42820	TolQ superfamily	 - 	 - 
251	AAG03587.1 transport protein ExbB [Pseudomonas aeruginosa PAO1]	superfamily	223881	11	218	4.1889e-60	188.29	cl42820	TolQ superfamily	 - 	 - 
252	ADY81773.1 putative biopolymer transport protein ExbBlike [Acinetobacter pittii PHEA2]	superfamily	223881	1	193	4.00715e-51	165.178	cl42820	TolQ superfamily	 - 	 - 
253	ADY81763.1 putative biopolymer transport protein ExbBlike [Acinetobacter pittii PHEA2]	superfamily	223881	1	208	1.28508e-51	167.104	cl42820	TolQ superfamily	 - 	 - 
254	QNQ10683.1 MotA/TolQ/ExbB proton channel family protein [Sphingomonas alpina]	superfamily	223881	27	223	6.08238e-42	142.451	cl42820	TolQ superfamily	 - 	 - 
255	ATU64277.1 MotA/TolQ/ExbB proton channel family protein [Rhizobacter gummiphilus]	superfamily	223881	66	268	2.72437e-49	162.097	cl42820	TolQ superfamily	 - 	 - 
256	ADY81560.1 putative biopolymer transport protein ExbB [Acinetobacter pittii PHEA2]	superfamily	223881	74	277	2.34526e-52	170.571	cl42820	TolQ superfamily	 - 	 - 
257	ADY83951.1 MotA/TolQ/ExbB proton channel [Acinetobacter pittii PHEA2]	superfamily	223881	7	179	2.05779e-36	126.658	cl42820	TolQ superfamily	 - 	 - 
258	QKS29082.1 MAG: MotA/TolQ/ExbB proton channel family protein [Candidatus Accumulibacter similis]	superfamily	223881	35	220	9.90811e-43	143.992	cl42820	TolQ superfamily	 - 	 - 
259	ATU63282.1 biopolymer transporter ExbB [Rhizobacter gummiphilus]	superfamily	223881	33	244	9.31135e-52	168.26	cl42820	TolQ superfamily	 - 	 - 
260	SNW07143.1 biopolymer transport protein ExbB [Eikenella corrodens]	superfamily	223881	6	210	1.59165e-43	145.148	cl42820	TolQ superfamily	 - 	 - 
261	UBQ06174.1 MotA/TolQ/ExbB proton channel family protein [Tepidimonas taiwanensis]	superfamily	223881	15	232	1.56205e-46	154.393	cl42820	TolQ superfamily	 - 	 - 
262	APW42557.1 biopolymer transporter [Rhodoferax saidenbachensis]	superfamily	223881	10	222	1.67914e-51	166.334	cl42820	TolQ superfamily	 - 	 - 
263	ATU67891.1 MotA/TolQ/ExbB proton channel family protein [Rhizobacter gummiphilus]	superfamily	223881	8	208	3.00314e-46	152.081	cl42820	TolQ superfamily	 - 	 - 
264	APW44370.1 flagellar motor protein MotA [Rhodoferax saidenbachensis]	superfamily	223881	9	213	3.89105e-45	149.385	cl42820	TolQ superfamily	 - 	 - 
265	AUX24210.1 flagellar motor protein MotA [Sorangium cellulosum]	superfamily	223881	15	224	4.38343e-34	121.651	cl42820	TolQ superfamily	 - 	 - 
266	AFE08686.1 TonB system transport protein ExbB/TolQ [Corallococcus coralloides DSM 2259]	superfamily	223881	19	223	9.34444e-33	118.569	cl42820	TolQ superfamily	 - 	 - 
267	ABF92421.1 tonB system transport protein ExbB/TolQ [Myxococcus xanthus DK 1622]	superfamily	223881	19	217	2.20046e-33	120.11	cl42820	TolQ superfamily	 - 	 - 
268	QJR34785.1 flagellar motor protein MotA [Gemmatimonas groenlandica]	superfamily	223881	8	216	1.41567e-37	130.895	cl42820	TolQ superfamily	 - 	 - 
269	BAH39052.1 putative biopolymer transport protein [Gemmatimonas aurantiaca T27]	superfamily	223881	12	214	3.29594e-36	127.043	cl42820	TolQ superfamily	 - 	 - 
270	QUV79767.1 MotA/TolQ/ExbB proton channel family protein [Chloracidobacterium thermophilum]	superfamily	444982	2	204	1.12679e-44	147.779	cl00568	MotA_ExbB superfamily	 - 	 - 
271	QOY88067.1 MotA/TolQ/ExbB proton channel family protein [Paludibaculum fermentans]	superfamily	444982	28	232	3.44408e-49	160.491	cl00568	MotA_ExbB superfamily	 - 	 - 
272	AFL86415.1 biopolymer transport protein [Terriglobus roseus DSM 18391]	superfamily	444982	33	244	3.08227e-50	163.573	cl00568	MotA_ExbB superfamily	 - 	 - 
273	ACO31817.1 transporter, MotA/TolQ/ExbB proton channel family [Acidobacterium capsulatum ATCC 51196]	superfamily	444982	28	240	3.7955e-49	160.491	cl00568	MotA_ExbB superfamily	 - 	 - 
274	ACL63649.1 MotA/TolQ/ExbB proton channel [Anaeromyxobacter dehalogenans 2CP1]	superfamily	223881	35	243	8.71084e-36	126.658	cl42820	TolQ superfamily	 - 	 - 
275	AUX23472.1 flagellar motor protein MotA [Sorangium cellulosum]	superfamily	444982	4	222	1.01261e-40	138.92	cl00568	MotA_ExbB superfamily	 - 	 - 
276	ADO70054.1 TolQ protein [Stigmatella aurantiaca DW4/31]	superfamily	444982	4	215	7.43154e-41	138.535	cl00568	MotA_ExbB superfamily	 - 	 - 
277	AFE10515.1 MotA/TolQ/ExbB proton channel family protein [Corallococcus coralloides DSM 2259]	superfamily	444982	4	215	5.10571e-41	138.92	cl00568	MotA_ExbB superfamily	 - 	 - 
278	ABF92363.1 transporter, MotA/TolQ/ExbB proton channel family [Myxococcus xanthus DK 1622]	superfamily	444982	11	215	7.72333e-39	133.527	cl00568	MotA_ExbB superfamily	 - 	 - 
279	QQS07765.1 MAG: MotA/TolQ/ExbB proton channel family protein [Fibrobacteres bacterium]	superfamily	223881	42	172	7.75982e-28	103.931	cl42820	TolQ superfamily	N	 - 
280	QQS07012.1 MAG: MotA/TolQ/ExbB proton channel family protein [Fibrobacteres bacterium]	superfamily	444982	93	194	6.37533e-28	102.186	cl00568	MotA_ExbB superfamily	 - 	 - 
281	QQS07007.1 MAG: MotA/TolQ/ExbB proton channel family protein [Fibrobacteres bacterium]	superfamily	444982	93	194	3.60385e-28	102.571	cl00568	MotA_ExbB superfamily	 - 	 - 
282	ACL67494.1 MotA/TolQ/ExbB proton channel [Anaeromyxobacter dehalogenans 2CP1]	superfamily	223881	8	216	8.01221e-41	138.985	cl42820	TolQ superfamily	 - 	 - 
283	ADO73220.1 MotA/TolQ/ExbB proton channel family protein [Stigmatella aurantiaca DW4/31]	superfamily	223881	7	212	3.20494e-33	119.339	cl42820	TolQ superfamily	 - 	 - 
284	AFE10516.1 MotA/TolQ/ExbB proton channel family protein [Corallococcus coralloides DSM 2259]	superfamily	223881	7	213	4.74705e-40	137.059	cl42820	TolQ superfamily	 - 	 - 
285	ABF91342.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DK 1622]	superfamily	223881	6	214	3.96866e-35	124.347	cl42820	TolQ superfamily	 - 	 - 
286	AUX20279.1 transport protein, tolQ [Sorangium cellulosum]	superfamily	444982	21	211	2.51084e-43	145.853	cl00568	MotA_ExbB superfamily	 - 	 - 
287	CAL34348.1 biopolymer transport protein [Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819]	superfamily	223881	47	250	2.07601e-64	199.846	cl42820	TolQ superfamily	 - 	 - 
288	UPT72618.1 MAG: MotA/TolQ/ExbB proton channel family protein [Elusimicrobia bacterium]	superfamily	223881	115	307	2.22847e-40	140.14	cl42820	TolQ superfamily	 - 	 - 
289	SLM46359.1 Protein TolQ [Nitrospira japonica]	superfamily	444982	16	213	1.48397e-61	191.692	cl00568	MotA_ExbB superfamily	 - 	 - 
290	ALA60092.1 Protein TolQ [Nitrospira moscoviensis]	superfamily	444982	27	218	6.21741e-55	174.743	cl00568	MotA_ExbB superfamily	 - 	 - 
291	EKT87439.2 TolQ transporter [Leptospira santarosai serovar Shermani str. LT 821]	superfamily	223881	16	203	1.58319e-29	108.554	cl42820	TolQ superfamily	 - 	 - 
292	UPT74212.1 MAG: MotA/TolQ/ExbB proton channel family protein [Elusimicrobia bacterium]	superfamily	223881	1	179	3.27509e-31	112.406	cl42820	TolQ superfamily	 - 	 - 
293	UPT75425.1 MAG: MotA/TolQ/ExbB proton channel family protein [Elusimicrobia bacterium]	superfamily	223881	1	215	3.09004e-36	126.658	cl42820	TolQ superfamily	 - 	 - 
294	AWV89332.1 MotA/TolQ/ExbB proton channel family protein [Bradymonas sediminis]	superfamily	223881	11	206	1.48482e-41	140.525	cl42820	TolQ superfamily	 - 	 - 
295	ACL64950.1 MotA/TolQ/ExbB proton channel [Anaeromyxobacter dehalogenans 2CP1]	superfamily	223881	6	204	7.18949e-26	99.6942	cl42820	TolQ superfamily	 - 	 - 
296	AHZ86092.1 tolQ protein [Bdellovibrio bacteriovorus]	superfamily	444982	6	195	4.15211e-38	130.831	cl00568	MotA_ExbB superfamily	 - 	 - 
297	AOO66426.1 TolQ proton channel family protein [Sulfurospirillum halorespirans DSM 13726]	superfamily	223881	54	147	5.13729e-32	113.176	cl42820	TolQ superfamily	N	 - 
298	AFE08685.1 MotA/TolQ/ExbB proton channel family protein [Corallococcus coralloides DSM 2259]	superfamily	223881	22	207	2.47868e-36	127.043	cl42820	TolQ superfamily	 - 	 - 
299	ADO75002.1 MotA/TolQ/ExbB proton channel family protein [Stigmatella aurantiaca DW4/31]	superfamily	223881	26	221	8.7514e-35	123.191	cl42820	TolQ superfamily	 - 	 - 
300	ADO76074.1 MotA/TolQ/ExbB proton channel family protein [Stigmatella aurantiaca DW4/31]	superfamily	223881	25	220	1.43245e-34	122.421	cl42820	TolQ superfamily	 - 	 - 
301	ABF90492.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DK 1622]	superfamily	223881	25	209	4.09511e-36	127.043	cl42820	TolQ superfamily	 - 	 - 
302	ABF85904.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DK 1622]	superfamily	223881	25	222	2.27702e-38	132.436	cl42820	TolQ superfamily	 - 	 - 
303	ACB76604.1 MotA/TolQ/ExbB proton channel [Opitutus terrae PB901]	superfamily	444982	15	230	1.03188e-40	138.535	cl00568	MotA_ExbB superfamily	 - 	 - 
304	AWI09757.1 flagellar motor protein MotA [Ereboglobus luteus]	superfamily	444982	9	224	7.52743e-46	151.631	cl00568	MotA_ExbB superfamily	 - 	 - 
