feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	661013	661588	-	SMX53668.1			RNA polymerase ECF-type sigma factor			CFX1CAM_0602	576	191	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	661893	662387	+							CFX1CAM_0603	495		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	661893	662387	+	SMX53669.1			conserved protein of unknown function			CFX1CAM_0603	495	164	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	662425	662604	-							CFX1CAM_0604	180		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	662425	662604	-	SMX53670.1			protein of unknown function			CFX1CAM_0604	180	59	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	662738	663604	+							CFX1CAM_0605	867		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	662738	663604	+	SMX53671.1			putative deacetylase			CFX1CAM_0605	867	288	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	664520	665098	-							CFX1CAM_0606	579		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	664520	665098	-	SMX53672.1			Transpanse			CFX1CAM_0606	579	192	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	665754	666659	+							CFX1CAM_0607	906		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	665754	666659	+	SMX53673.1			DNA methylase N-4/N-6 domain protein			CFX1CAM_0607	906	301	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	666768	669383	-					clpB		CFX1CAM_0608	2616		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	666768	669383	-	SMX53674.1			protein disaggregation chaperone	clpB		CFX1CAM_0608	2616	871	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	669677	670330	+							CFX1CAM_0609	654		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	669677	670330	+	SMX53675.1			conserved protein of unknown function			CFX1CAM_0609	654	217	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	670618	674628	+					secA		CFX1CAM_0610	4011		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	670618	674628	+	SMX53676.1			Protein translocase subunit SecA	secA		CFX1CAM_0610	4011	1336	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	674666	675454	+					surE		CFX1CAM_0611	789		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	674666	675454	+	SMX53677.1			5'-nucleotidase SurE	surE		CFX1CAM_0611	789	262	
gene	rRNA	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	676029	677531	+							CFX1CAM_16S_RRNA_1	1503		
rRNA		GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	676029	677531	+				ribosomal RNA 16S ribosomal RNA			CFX1CAM_16S_RRNA_1	1503		
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	677556	677687	+							CFX1CAM_0612	132		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	677556	677687	+	SMX53678.1			protein of unknown function			CFX1CAM_0612	132	43	
gene	tRNA	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	677678	677751	+							CFX1CAM_TRNA9	74		
tRNA		GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	677678	677751	+				tRNA-Ile			CFX1CAM_TRNA9	74		
gene	tRNA	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	677782	677854	+							CFX1CAM_TRNA10	73		
tRNA		GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	677782	677854	+				tRNA-Ala			CFX1CAM_TRNA10	73		
gene	rRNA	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	678105	681067	+							CFX1CAM_23S_RRNA_1	2963		
rRNA		GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	678105	681067	+				ribosomal RNA 23S ribosomal RNA			CFX1CAM_23S_RRNA_1	2963		
gene	rRNA	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	681155	681271	+							CFX1CAM_5S_RRNA_1	117		
rRNA		GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	681155	681271	+				ribosomal RNA 5S ribosomal RNA			CFX1CAM_5S_RRNA_1	117		
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	681716	681964	+					infA		CFX1CAM_0614	249		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	681716	681964	+	SMX53679.1			translation initiation factor IF-1	infA		CFX1CAM_0614	249	82	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	682056	683036	+							CFX1CAM_0615	981		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	682056	683036	+	SMX53680.1			conserved protein of unknown function			CFX1CAM_0615	981	326	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	683170	683361	-							CFX1CAM_0616	192		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	683170	683361	-	SMX53681.1			conserved protein of unknown function			CFX1CAM_0616	192	63	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	683467	684801	-							CFX1CAM_0617	1335		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	683467	684801	-	SMX53682.1			conserved membrane protein of unknown function			CFX1CAM_0617	1335	444	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	684991	686379	+					melA		CFX1CAM_0618	1389		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	684991	686379	+	SMX53683.1			alpha-galactosidase, NAD(P)-binding	melA		CFX1CAM_0618	1389	462	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	686634	687533	+							CFX1CAM_0619	900		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	686634	687533	+	SMX53684.1			conserved protein of unknown function			CFX1CAM_0619	900	299	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	687566	688990	+							CFX1CAM_0620	1425		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	687566	688990	+	SMX53685.1			putative major facilitator superfamily transporter			CFX1CAM_0620	1425	474	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	689194	689571	-							CFX1CAM_0621	378		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	689194	689571	-	SMX53686.1			conserved exported protein of unknown function			CFX1CAM_0621	378	125	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	689553	689747	-							CFX1CAM_0622	195		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	689553	689747	-	SMX53687.1			protein of unknown function			CFX1CAM_0622	195	64	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	689744	690733	-							CFX1CAM_0623	990		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	689744	690733	-	SMX53688.1			Oxidoreductase domain protein			CFX1CAM_0623	990	329	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	690775	691800	-							CFX1CAM_0624	1026		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	690775	691800	-	SMX53689.1			conserved protein of unknown function			CFX1CAM_0624	1026	341	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	691860	693212	-					ytsJ		CFX1CAM_0625	1353		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	691860	693212	-	SMX53690.1			putative NAD-dependent malic enzyme 4	ytsJ		CFX1CAM_0625	1353	450	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	693676	694398	+							CFX1CAM_0626	723		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	693676	694398	+	SMX53691.1			Undecaprenyl-phosphate mannosyltransferase			CFX1CAM_0626	723	240	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	694682	695503	-					rsmA		CFX1CAM_0627	822		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	694682	695503	-	SMX53692.1			Ribosomal RNA small subunit methyltransferase A	rsmA		CFX1CAM_0627	822	273	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	695494	696939	-							CFX1CAM_0628	1446		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	695494	696939	-	SMX53693.1			conserved protein of unknown function			CFX1CAM_0628	1446	481	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	697097	700519	-					mfd		CFX1CAM_0629	3423		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	697097	700519	-	SMX53694.1			Transcription-repair-coupling factor	mfd		CFX1CAM_0629	3423	1140	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	700519	701133	-							CFX1CAM_0630	615		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	700519	701133	-	SMX53695.1			putative Peptidyl-tRNA hydrolase			CFX1CAM_0630	615	204	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	701477	703393	-					fhs		CFX1CAM_0631	1917		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	701477	703393	-	SMX53696.1			Formate--tetrahydrofolate ligase	fhs		CFX1CAM_0631	1917	638	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	703628	704383	+							CFX1CAM_0632	756		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	703628	704383	+	SMX53697.1			exported protein of unknown function			CFX1CAM_0632	756	251	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	704480	705139	+					fucA		CFX1CAM_0633	660		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	704480	705139	+	SMX53698.1			L-fuculose phosphate aldolase	fucA		CFX1CAM_0633	660	219	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	705584	707149	+							CFX1CAM_0634	1566		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	705584	707149	+	SMX53699.1			exported protein of unknown function			CFX1CAM_0634	1566	521	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	707340	707498	-							CFX1CAM_0635	159		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	707340	707498	-	SMX53700.1			protein of unknown function			CFX1CAM_0635	159	52	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	707736	709436	+							CFX1CAM_0636	1701		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	707736	709436	+	SMX53701.1			putative enzyme			CFX1CAM_0636	1701	566	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	709436	710215	+							CFX1CAM_0637	780		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	709436	710215	+	SMX53702.1			Cobalt transport protein			CFX1CAM_0637	780	259	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	710232	711269	+							CFX1CAM_0638	1038		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	710232	711269	+	SMX53703.1			putative S-methyl-5-thioribose-1-phosphate isomerase			CFX1CAM_0638	1038	345	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	711293	712075	+							CFX1CAM_0639	783		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	711293	712075	+	SMX53704.1			putative 6-oxopurine nucleoside phosphorylase			CFX1CAM_0639	783	260	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	712192	713028	+							CFX1CAM_0640	837		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	712192	713028	+	SMX53705.1			conserved membrane protein of unknown function			CFX1CAM_0640	837	278	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	713102	714421	+					mtaD		CFX1CAM_0641	1320		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	713102	714421	+	SMX53706.1			5-methylthioadenosine/S-adenosylhomocysteine deaminase 2	mtaD		CFX1CAM_0641	1320	439	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	714793	715722	+							CFX1CAM_0642	930		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	714793	715722	+	SMX53707.1			Ribokinase			CFX1CAM_0642	930	309	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	715475	715657	+							CFX1CAM_0643	183		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	715475	715657	+	SMX53708.1			protein of unknown function			CFX1CAM_0643	183	60	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	715985	716662	+							CFX1CAM_0644	678		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	715985	716662	+	SMX53709.1			Rhs family protein (fragment)			CFX1CAM_0644	678	225	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	716699	717151	+							CFX1CAM_0645	453		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	716699	717151	+	SMX53710.1			C_GCAxxG_C_C family protein			CFX1CAM_0645	453	150	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	717648	722633	+							CFX1CAM_0646	4986		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	717648	722633	+	SMX53711.1			putative Cucumisin			CFX1CAM_0646	4986	1661	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	722706	722876	+							CFX1CAM_0647	171		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	722706	722876	+	SMX53712.1			protein of unknown function			CFX1CAM_0647	171	56	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	722958	723359	+							CFX1CAM_0648	402		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	722958	723359	+	SMX53713.1			protein of unknown function			CFX1CAM_0648	402	133	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	723483	724010	+							CFX1CAM_0649	528		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	723483	724010	+	SMX53714.1			protein of unknown function			CFX1CAM_0649	528	175	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	724447	727086	+							CFX1CAM_0650	2640		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	724447	727086	+	SMX53715.1			putative Subtilisin			CFX1CAM_0650	2640	879	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	727376	729829	-							CFX1CAM_0651	2454		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	727376	729829	-	SMX53716.1			FAD-dependent pyridine nucleotide-disulfide oxidoreductase			CFX1CAM_0651	2454	817	
gene	tRNA	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	730243	730315	+							CFX1CAM_TRNA11	73		
tRNA		GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	730243	730315	+				tRNA-Gly			CFX1CAM_TRNA11	73		
gene	tRNA	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	730371	730442	+							CFX1CAM_TRNA12	72		
tRNA		GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	730371	730442	+				tRNA-Cys			CFX1CAM_TRNA12	72		
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	730729	731331	+							CFX1CAM_0652	603		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	730729	731331	+	SMX53717.1			TetR family transcriptional regulator			CFX1CAM_0652	603	200	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	731328	732329	+							CFX1CAM_0653	1002		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	731328	732329	+	SMX53718.1			NAD-dependent epimerase/dehydratase family protein			CFX1CAM_0653	1002	333	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	732399	733238	-					mutM		CFX1CAM_0654	840		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	732399	733238	-	SMX53719.1			Formamidopyrimidine-DNA glycosylase	mutM		CFX1CAM_0654	840	279	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	733318	733995	-							CFX1CAM_0655	678		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	733318	733995	-	SMX53720.1			putative DtxR family transcriptional regulator			CFX1CAM_0655	678	225	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	734043	734264	-							CFX1CAM_0656	222		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	734043	734264	-	SMX53721.1			protein of unknown function			CFX1CAM_0656	222	73	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	734390	734785	-							CFX1CAM_0657	396		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	734390	734785	-	SMX53722.1			conserved protein of unknown function			CFX1CAM_0657	396	131	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	734791	735195	-							CFX1CAM_0658	405		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	734791	735195	-	SMX53723.1			conserved protein of unknown function			CFX1CAM_0658	405	134	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	735100	735252	+							CFX1CAM_0659	153		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	735100	735252	+	SMX53724.1			protein of unknown function			CFX1CAM_0659	153	50	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	735611	736042	+							CFX1CAM_0660	432		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	735611	736042	+	SMX53725.1			Redox protein, regulator of disulfide bond formation			CFX1CAM_0660	432	143	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	736180	737727	+							CFX1CAM_0661	1548		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	736180	737727	+	SMX53726.1			putative formiminotransferase-cyclodeaminase			CFX1CAM_0661	1548	515	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	737737	738768	+							CFX1CAM_0662	1032		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	737737	738768	+	SMX53727.1			exported protein of unknown function			CFX1CAM_0662	1032	343	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	738866	739396	+							CFX1CAM_0663	531		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	738866	739396	+	SMX53728.1			Non-canonical purine NTP phosphatase			CFX1CAM_0663	531	176	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	739432	740565	-							CFX1CAM_0664	1134		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	739432	740565	-	SMX53729.1			conserved exported protein of unknown function			CFX1CAM_0664	1134	377	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	740171	740590	+							CFX1CAM_0665	420		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	740171	740590	+	SMX53730.1			protein of unknown function			CFX1CAM_0665	420	139	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	740675	741067	-							CFX1CAM_0666	393		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	740675	741067	-	SMX53731.1			protein of unknown function			CFX1CAM_0666	393	130	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	741284	741727	+							CFX1CAM_0667	444		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	741284	741727	+	SMX53732.1			conserved protein of unknown function			CFX1CAM_0667	444	147	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	741859	742212	+							CFX1CAM_0668	354		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	741859	742212	+	SMX53733.1			conserved protein of unknown function			CFX1CAM_0668	354	117	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	742215	742481	+							CFX1CAM_0669	267		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	742215	742481	+	SMX53734.1			conserved protein of unknown function			CFX1CAM_0669	267	88	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	742609	743277	+							CFX1CAM_0670	669		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	742609	743277	+	SMX53735.1			conserved membrane protein of unknown function			CFX1CAM_0670	669	222	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	743350	743568	-							CFX1CAM_0671	219		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	743350	743568	-	SMX53736.1			protein of unknown function			CFX1CAM_0671	219	72	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	743744	745747	+							CFX1CAM_0672	2004		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	743744	745747	+	SMX53737.1			putative Bacillolysin			CFX1CAM_0672	2004	667	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	746022	746486	+					infC		CFX1CAM_0673	465		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	746022	746486	+	SMX53738.1			protein chain initiation factor IF-3	infC		CFX1CAM_0673	465	154	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	746927	747274	+					rplT		CFX1CAM_0674	348		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	746927	747274	+	SMX53739.1			50S ribosomal subunit protein L20	rplT		CFX1CAM_0674	348	115	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	747437	751075	-							CFX1CAM_0675	3639		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	747437	751075	-	SMX53740.1			conserved membrane protein of unknown function			CFX1CAM_0675	3639	1212	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	751117	752139	+							CFX1CAM_0676	1023		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	751117	752139	+	SMX53741.1			conserved exported protein of unknown function			CFX1CAM_0676	1023	340	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	752198	752422	-							CFX1CAM_0677	225		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	752198	752422	-	SMX53742.1			conserved protein of unknown function			CFX1CAM_0677	225	74	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	752784	753440	-					eutL		CFX1CAM_0678	657		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	752784	753440	-	SMX53743.1			putative carboxysome-related structural protein with putative role in ethanolamine utilization	eutL		CFX1CAM_0678	657	218	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	753502	754413	-					eutC		CFX1CAM_0679	912		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	753502	754413	-	SMX53744.1			Ethanolamine ammonia-lyase light chain	eutC		CFX1CAM_0679	912	303	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	754423	755790	-					eutB		CFX1CAM_0680	1368		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	754423	755790	-	SMX53745.1			ethanolamine ammonia-lyase, large subunit, heavy chain	eutB		CFX1CAM_0680	1368	455	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	755816	757264	-					eutA		CFX1CAM_0681	1449		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	755816	757264	-	SMX53746.1			Ethanolamine utilization protein EutA	eutA		CFX1CAM_0681	1449	482	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	757280	757570	-					cchA		CFX1CAM_0682	291		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	757280	757570	-	SMX53747.1			putative carboxysome-like ethanolaminosome structural protein, ethanolamine utilization protein	cchA		CFX1CAM_0682	291	96	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	757693	758700	-					potA		CFX1CAM_0683	1008		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	757693	758700	-	SMX53748.1			Spermidine/putrescine import ATP-binding protein PotA	potA		CFX1CAM_0683	1008	335	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	758707	759510	-							CFX1CAM_0684	804		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	758707	759510	-	SMX53749.1			ABC transporter, permease protein			CFX1CAM_0684	804	267	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	759511	760371	-							CFX1CAM_0685	861		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	759511	760371	-	SMX53750.1			ABC transporter, permease protein			CFX1CAM_0685	861	286	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	760455	761555	-							CFX1CAM_0686	1101		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	760455	761555	-	SMX53751.1			ABC-type Fe3+ transport system, periplasmic component			CFX1CAM_0686	1101	366	
gene	tRNA	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	762373	762458	+							CFX1CAM_TRNA13	86		
tRNA		GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	762373	762458	+				tRNA-Ser			CFX1CAM_TRNA13	86		
