feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	609504	609749	-	WP_038448626.1	WP_038448626.1		hypothetical protein			EP01_RS02830	246	81	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	609749	610168	-							EP01_RS02835	420		old_locus_tag=EP01_02890
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	609749	610168	-	WP_038448628.1	WP_038448628.1		hypothetical protein			EP01_RS02835	420	139	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	610665	611849	-					ribD		EP01_RS02845	1185		old_locus_tag=EP01_02905
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	610665	611849	-	WP_038448632.1	WP_038448632.1		bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	ribD		EP01_RS02845	1185	394	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	611858	612916	-					hppD		EP01_RS02850	1059		old_locus_tag=EP01_02910
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	611858	612916	-	WP_038448634.1	WP_038448634.1		4-hydroxyphenylpyruvate dioxygenase	hppD		EP01_RS02850	1059	352	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	613262	614404	-							EP01_RS02855	1143		old_locus_tag=EP01_02920
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	613262	614404	-	WP_038448636.1	WP_038448636.1		hypothetical protein			EP01_RS02855	1143	380	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	614404	615723	-					pif1		EP01_RS02860	1320		old_locus_tag=EP01_02925
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	614404	615723	-	WP_038448637.1	WP_038448637.1		ATP-dependent DNA helicase Pif1	pif1		EP01_RS02860	1320	439	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	615742	617730	+							EP01_RS02865	1989		old_locus_tag=EP01_02930
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	615742	617730	+	WP_038448639.1	WP_038448639.1		M13 family metallopeptidase			EP01_RS02865	1989	662	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	617851	618807	+							EP01_RS02870	957		old_locus_tag=EP01_02935
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	617851	618807	+	WP_038451715.1	WP_038451715.1		hypothetical protein			EP01_RS02870	957	318	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	618892	619293	+							EP01_RS02875	402		old_locus_tag=EP01_02940
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	618892	619293	+	WP_226988075.1	WP_226988075.1		rhodanese-like domain-containing protein			EP01_RS02875	402	133	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	619305	620678	+							EP01_RS02880	1374		old_locus_tag=EP01_02945
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	619305	620678	+	WP_011165879.1	WP_011165879.1		5' nucleotidase			EP01_RS02880	1374	457	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	620780	621718	+							EP01_RS02885	939		old_locus_tag=EP01_02950
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	620780	621718	+	WP_038448641.1	WP_038448641.1		hypothetical protein			EP01_RS02885	939	312	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	621728	622813	+							EP01_RS02890	1086		old_locus_tag=EP01_02955
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	621728	622813	+	WP_038448643.1	WP_038448643.1		hypothetical protein			EP01_RS02890	1086	361	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	622896	623666	+							EP01_RS02895	771		old_locus_tag=EP01_02960
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	622896	623666	+	WP_011165883.1	WP_011165883.1		transporter substrate-binding domain-containing protein			EP01_RS02895	771	256	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	623667	624377	-							EP01_RS02900	711		old_locus_tag=EP01_02965
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	623667	624377	-	WP_038448644.1	WP_038448644.1		SDR family NAD(P)-dependent oxidoreductase			EP01_RS02900	711	236	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	624390	624950	-							EP01_RS02905	561		old_locus_tag=EP01_02970
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	624390	624950	-	WP_011165885.1	WP_011165885.1		hypothetical protein			EP01_RS02905	561	186	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	625007	625741	-							EP01_RS02910	735		old_locus_tag=EP01_02975
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	625007	625741	-	WP_011165886.1	WP_011165886.1		hypothetical protein			EP01_RS02910	735	244	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	625890	626609	+							EP01_RS18425	720		old_locus_tag=EP01_02980
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	625890	626609	+	WP_041583638.1	WP_041583638.1		DUF2520 domain-containing protein			EP01_RS18425	720	239	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	626617	627408	+					panB		EP01_RS02920	792		old_locus_tag=EP01_02985
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	626617	627408	+	WP_038448650.1	WP_038448650.1		3-methyl-2-oxobutanoate hydroxymethyltransferase	panB		EP01_RS02920	792	263	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	627405	628160	+					panC		EP01_RS02925	756		old_locus_tag=EP01_02990
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	627405	628160	+	WP_011165888.1	WP_011165888.1		pantoate--beta-alanine ligase	panC		EP01_RS02925	756	251	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	628147	629418	+					coaBC		EP01_RS02930	1272		old_locus_tag=EP01_02995
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	628147	629418	+	WP_038448653.1	WP_038448653.1		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	coaBC		EP01_RS02930	1272	423	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	629415	630185	+							EP01_RS02935	771		old_locus_tag=EP01_03000
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	629415	630185	+	WP_011165890.1	WP_011165890.1		type III pantothenate kinase			EP01_RS02935	771	256	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	630196	630570	+							EP01_RS02940	375		old_locus_tag=EP01_03005
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	630196	630570	+	WP_011165891.1	WP_011165891.1		aspartate 1-decarboxylase			EP01_RS02940	375	124	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	630679	632511	+							EP01_RS02945	1833		old_locus_tag=EP01_03010
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	630679	632511	+	WP_038448656.1	WP_038448656.1		ATP-binding cassette domain-containing protein			EP01_RS02945	1833	610	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	632511	633329	+							EP01_RS02950	819		old_locus_tag=EP01_03015
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	632511	633329	+	WP_038448659.1	WP_038448659.1		DUF2799 domain-containing protein			EP01_RS02950	819	272	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	633326	634810	-							EP01_RS02955	1485		old_locus_tag=EP01_03020
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	633326	634810	-	WP_144313803.1	WP_144313803.1		hypothetical protein			EP01_RS02955	1485	494	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	634926	636455	-							EP01_RS02960	1530		old_locus_tag=EP01_03025
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	634926	636455	-	WP_038448661.1	WP_038448661.1		ATP-binding cassette domain-containing protein			EP01_RS02960	1530	509	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	636644	637255	+							EP01_RS02965	612		old_locus_tag=EP01_03030
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	636644	637255	+	WP_226988076.1	WP_226988076.1		TonB family protein			EP01_RS02965	612	203	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	637284	639116	+							EP01_RS02970	1833		old_locus_tag=EP01_03035
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	637284	639116	+	WP_038448665.1	WP_038448665.1		TonB-dependent receptor			EP01_RS02970	1833	610	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	639308	640381	+							EP01_RS02975	1074		old_locus_tag=EP01_03040
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	639308	640381	+	WP_144313945.1	WP_144313945.1		hypothetical protein			EP01_RS02975	1074	357	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	640383	641180	-							EP01_RS02980	798		old_locus_tag=EP01_03045
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	640383	641180	-	WP_011165899.1	WP_011165899.1		transporter substrate-binding domain-containing protein			EP01_RS02980	798	265	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	641336	642928	+							EP01_RS02985	1593		old_locus_tag=EP01_03050
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	641336	642928	+	WP_226988077.1	WP_226988077.1		transglycosylase SLT domain-containing protein			EP01_RS02985	1593	530	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	642942	643877	-							EP01_RS02990	936		old_locus_tag=EP01_03055
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	642942	643877	-	WP_038448671.1	WP_038448671.1		hydroxymethylglutaryl-CoA lyase			EP01_RS02990	936	311	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	643883	644263	-							EP01_RS02995	381		old_locus_tag=EP01_03060
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	643883	644263	-	WP_038448674.1	WP_038448674.1		acetyl-CoA carboxylase biotin carboxyl carrier protein subunit			EP01_RS02995	381	126	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	644263	645741	-							EP01_RS03000	1479		old_locus_tag=EP01_03065
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	644263	645741	-	WP_011165903.1	WP_011165903.1		ATP-grasp domain-containing protein			EP01_RS03000	1479	492	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	645741	646520	-							EP01_RS03005	780		old_locus_tag=EP01_03070
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	645741	646520	-	WP_038448677.1	WP_038448677.1		enoyl-CoA hydratase-related protein			EP01_RS03005	780	259	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	646523	648130	-							EP01_RS03010	1608		old_locus_tag=EP01_03075
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	646523	648130	-	WP_038448680.1	WP_038448680.1		methylcrotonoyl-CoA carboxylase			EP01_RS03010	1608	535	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	648142	648777	-							EP01_RS03015	636		old_locus_tag=EP01_03080
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	648142	648777	-	WP_038448681.1	WP_038448681.1		YiiD C-terminal domain-containing protein			EP01_RS03015	636	211	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	648879	649379	+							EP01_RS03020	501		old_locus_tag=EP01_03085
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	648879	649379	+	WP_038448684.1	WP_038448684.1		hypothetical protein			EP01_RS03020	501	166	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	649379	650416	+							EP01_RS03025	1038		old_locus_tag=EP01_03090
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	649379	650416	+	WP_038448687.1	WP_038448687.1		class I SAM-dependent methyltransferase			EP01_RS03025	1038	345	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	650504	651028	+							EP01_RS03030	525		old_locus_tag=EP01_03095
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	650504	651028	+	WP_011165909.1	WP_011165909.1		GNAT family N-acetyltransferase			EP01_RS03030	525	174	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	651078	651884	+							EP01_RS03035	807		old_locus_tag=EP01_03100
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	651078	651884	+	WP_038448689.1	WP_038448689.1		endonuclease/exonuclease/phosphatase family protein			EP01_RS03035	807	268	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	652012	652542	+							EP01_RS03040	531		old_locus_tag=EP01_03105
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	652012	652542	+	WP_038448690.1	WP_038448690.1		hypothetical protein			EP01_RS03040	531	176	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	652565	653395	+							EP01_RS03045	831		old_locus_tag=EP01_03110
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	652565	653395	+	WP_038448692.1	WP_038448692.1		ABC transporter ATP-binding protein			EP01_RS03045	831	276	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	653352	654164	+							EP01_RS03050	813		old_locus_tag=EP01_03115
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	653352	654164	+	WP_011165913.1	WP_011165913.1		ABC-2 family transporter protein			EP01_RS03050	813	270	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	654165	654962	+							EP01_RS03055	798		old_locus_tag=EP01_03120
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	654165	654962	+	WP_011165914.1	WP_011165914.1		ABC-2 family transporter protein			EP01_RS03055	798	265	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	654975	655601	+							EP01_RS03060	627		old_locus_tag=EP01_03125
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	654975	655601	+	WP_011165915.1	WP_011165915.1		glutathione S-transferase family protein			EP01_RS03060	627	208	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	655726	656292	+							EP01_RS03065	567		old_locus_tag=EP01_03130
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	655726	656292	+	WP_226988078.1	WP_226988078.1		GNAT family N-acetyltransferase			EP01_RS03065	567	188	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	656313	657002	-							EP01_RS03070	690		old_locus_tag=EP01_03135
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	656313	657002	-	WP_038448693.1	WP_038448693.1		hypothetical protein			EP01_RS03070	690	229	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	657361	658158	+							EP01_RS03075	798		old_locus_tag=EP01_03140
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	657361	658158	+	WP_158332712.1	WP_158332712.1		outer membrane beta-barrel domain-containing protein			EP01_RS03075	798	265	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	658200	659696	+							EP01_RS03080	1497		old_locus_tag=EP01_03145
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	658200	659696	+	WP_158332713.1	WP_158332713.1		tetratricopeptide repeat protein			EP01_RS03080	1497	498	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	659683	659946	+							EP01_RS03085	264		old_locus_tag=EP01_03150
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	659683	659946	+	WP_038448700.1	WP_038448700.1		hypothetical protein			EP01_RS03085	264	87	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	659927	660646	+							EP01_RS03090	720		old_locus_tag=EP01_03155
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	659927	660646	+	WP_011165922.1	WP_011165922.1		outer membrane beta-barrel domain-containing protein			EP01_RS03090	720	239	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	660661	662454	-							EP01_RS03095	1794		old_locus_tag=EP01_03160
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	660661	662454	-	WP_038448704.1	WP_038448704.1		M3 family oligoendopeptidase			EP01_RS03095	1794	597	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	662515	664569	-							EP01_RS03100	2055		old_locus_tag=EP01_03165
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	662515	664569	-	WP_038448706.1	WP_038448706.1		phospholipase D-like domain-containing protein			EP01_RS03100	2055	684	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	664566	665774	-							EP01_RS03105	1209		old_locus_tag=EP01_03170
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	664566	665774	-	WP_038448708.1	WP_038448708.1		hypothetical protein			EP01_RS03105	1209	402	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	665784	667367	-							EP01_RS03110	1584		old_locus_tag=EP01_03175
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	665784	667367	-	WP_226988079.1	WP_226988079.1		YiiX/YebB-like N1pC/P60 family cysteine hydrolase			EP01_RS03110	1584	527	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	667546	668724	+							EP01_RS03115	1179		old_locus_tag=EP01_03180
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	667546	668724	+	WP_011165927.1	WP_011165927.1		BamA/TamA family outer membrane protein			EP01_RS03115	1179	392	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	668815	669612	+							EP01_RS03120	798		old_locus_tag=EP01_03185
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	668815	669612	+	WP_038448713.1	WP_038448713.1		hypothetical protein			EP01_RS03120	798	265	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	669691	671058	-							EP01_RS03125	1368		old_locus_tag=EP01_03190
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	669691	671058	-	WP_038448715.1	WP_038448715.1		DUF1214 domain-containing protein			EP01_RS03125	1368	455	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	671163	672488	-							EP01_RS03130	1326		old_locus_tag=EP01_03195
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	671163	672488	-	WP_226988080.1	WP_226988080.1		alpha/beta fold hydrolase			EP01_RS03130	1326	441	
gene	RNase_P_RNA	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	672587	672970	-					rnpB		EP01_RS18395	384		old_locus_tag=EP01_18600
ncRNA	RNase_P_RNA	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	672587	672970	-				RNase P RNA component class A	rnpB		EP01_RS18395	384		
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	673068	673544	+							EP01_RS03135	477		old_locus_tag=EP01_03200
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	673068	673544	+	WP_038448718.1	WP_038448718.1		fibronectin type III domain-containing protein			EP01_RS03135	477	158	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	673692	674114	+							EP01_RS03140	423		old_locus_tag=EP01_03205
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	673692	674114	+	WP_038448720.1	WP_038448720.1		hypothetical protein			EP01_RS03140	423	140	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	674289	674501	+							EP01_RS18720	213		
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	674289	674501	+	WP_038448722.1	WP_038448722.1		PAS domain-containing protein			EP01_RS18720	213	70	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	674616	675878	+							EP01_RS03150	1263		old_locus_tag=EP01_03210
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	674616	675878	+	WP_226988081.1	WP_226988081.1		ATP-binding protein			EP01_RS03150	1263	420	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	675868	676635	-							EP01_RS03155	768		old_locus_tag=EP01_03215
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	675868	676635	-	WP_226988082.1	WP_226988082.1		Bd3614 family nucleic acid deaminase			EP01_RS03155	768	255	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	676742	677659	+							EP01_RS03160	918		old_locus_tag=EP01_03220
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	676742	677659	+	WP_038448728.1	WP_038448728.1		class I SAM-dependent methyltransferase			EP01_RS03160	918	305	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	677785	679071	+					speE		EP01_RS03165	1287		old_locus_tag=EP01_03225
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	677785	679071	+	WP_011165936.1	WP_011165936.1		polyamine aminopropyltransferase	speE		EP01_RS03165	1287	428	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	679137	679757	+							EP01_RS03170	621		old_locus_tag=EP01_03230
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	679137	679757	+	WP_011165937.1	WP_011165937.1		superoxide dismutase			EP01_RS03170	621	206	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	679916	680689	-							EP01_RS03175	774		old_locus_tag=EP01_03235
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	679916	680689	-	WP_038448731.1	WP_038448731.1		hypothetical protein			EP01_RS03175	774	257	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	680813	681382	-							EP01_RS03180	570		old_locus_tag=EP01_03240
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	680813	681382	-	WP_011165939.1	WP_011165939.1		NAD(P)H-dependent oxidoreductase			EP01_RS03180	570	189	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	681543	682100	-							EP01_RS03185	558		old_locus_tag=EP01_03245
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	681543	682100	-	WP_038448733.1	WP_038448733.1		BON domain-containing protein			EP01_RS03185	558	185	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	682140	682517	-							EP01_RS03190	378		old_locus_tag=EP01_03250
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	682140	682517	-	WP_038448735.1	WP_038448735.1		HPF/RaiA family ribosome-associated protein			EP01_RS03190	378	125	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	682724	683644	+							EP01_RS03195	921		old_locus_tag=EP01_03255
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	682724	683644	+	WP_011165941.1	WP_011165941.1		LysR family transcriptional regulator			EP01_RS03195	921	306	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	683696	684931	-							EP01_RS03200	1236		old_locus_tag=EP01_03260
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	683696	684931	-	WP_038448737.1	WP_038448737.1		M20/M25/M40 family metallo-hydrolase			EP01_RS03200	1236	411	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	685041	686612	+							EP01_RS03205	1572		old_locus_tag=EP01_03265
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	685041	686612	+	WP_038448739.1	WP_038448739.1		B12-binding domain-containing radical SAM protein			EP01_RS03205	1572	523	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	686563	687072	-							EP01_RS03210	510		old_locus_tag=EP01_03270
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	686563	687072	-	WP_048349805.1	WP_048349805.1		DUF1772 domain-containing protein			EP01_RS03210	510	169	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	687124	687891	-					ubiG		EP01_RS03215	768		old_locus_tag=EP01_03275
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	687124	687891	-	WP_038451722.1	WP_038451722.1		bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG	ubiG		EP01_RS03215	768	255	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	687965	688402	+							EP01_RS03220	438		old_locus_tag=EP01_03280
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	687965	688402	+	WP_011165946.1	WP_011165946.1		hypothetical protein			EP01_RS03220	438	145	
