# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.3.2 (Nov 2020); http://hmmer.org/
# Copyright (C) 2020 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  IPR003400.hmm
# target sequence database:        /Users/nmat471/Downloads/z_proteomes_wFns/proteins_orig_plus_flag1-5_wFNs.fasta
# MSA of all hits saved to file:   IPR003400_MotB_ExbD_TolR_hits_alned2.sto
# per-seq hits tabular output:     IPR003400_MotB_ExbD_TolR_seqHitsTable2.txt
# show alignments in output:       no
# domain inclusion threshold:      E-value <= 2
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       ExbD  [M=128]
Accession:   PF02472.19
Description: Biopolymer transport protein ExbD/TolR
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence       Description

>> AHK71677.1  cell division and transport-associated protein TolR [Gluconobacter oxydans DSM 3504]|GCA_000583855.1_ASM5
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  113.9   0.5   3.1e-34   3.4e-31       2     126 ..      17     140 ..      16     142 .. 0.97

>> ACT47010.1  Biopolymer transport protein ExbD/TolR [Methylotenera mobilis JLW8]|GCA_000023705.1_ASM2370v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  113.7   1.9   3.4e-34   3.7e-31       5     127 ..      13     134 ..      10     135 .] 0.98

>> UPT74213.1  biopolymer transporter ExbD [Elusimicrobia bacterium]|GCA_023213235.1_ASM2321323v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  113.7   0.4   3.4e-34   3.7e-31       6     126 ..      12     131 ..       7     133 .] 0.97

>> AGH77574.1  biopolymer transport protein [Xanthomonas axonopodis Xac29-1]|GCA_000348585.1_ASM34858v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  113.6   0.1   3.7e-34     4e-31       3     127 ..       9     136 ..       7     137 .. 0.97

>> AAQ58076.1  biopolymer transport exbD transmembrane protein [Chromobacterium violaceum ATCC 12472]|GCA_000007705.1_AS
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  113.5   0.5     4e-34   4.4e-31       4     126 ..      13     134 ..      11     136 .] 0.98

>> AFS36172.1  biopolymer transport protein [Alteromonas macleodii ATCC 27126]|GCA_000172635.2_ASM17263v2_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  113.6   1.7   3.8e-34   4.1e-31       3     127 ..      11     134 ..       9     135 .] 0.98

>> EGI77877.1  biopolymer transport protein ExbD/TolR [Hylemonella gracilis ATCC 19624]|GCA_000211835.2_ASM21183v1_prote
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  113.4   0.3   4.2e-34   4.6e-31       4     127 ..      12     134 ..       9     135 .. 0.98

>> KGT94673.1  biopolymer transporter ExbD [Erwinia typographi]|GCA_000773975.1_ASM77397v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  113.3   0.2   4.6e-34     5e-31       3     124 ..      13     133 ..      11     136 .. 0.98

>> RPH30907.1  TonB system transport protein ExbD [Buttiauxella warmboldiae]|GCA_003818135.1_ASM381813v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  113.3   1.2   4.4e-34   4.9e-31       3     126 ..      13     135 ..      11     137 .. 0.97

>> CFQ35939.1  biopolymer transport protein ExbD [Yersinia bercovieri]|GCA_001319955.1_5139_5_3_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  113.2   1.3   4.9e-34   5.4e-31       4     124 ..      14     133 ..      11     136 .. 0.97

>> ATU67892.1  biopolymer transporter ExbD [Rhizobacter gummiphilus]|GCA_002762215.1_ASM276221v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  113.1   0.4   5.1e-34   5.6e-31       4     127 ..      14     136 ..      11     137 .. 0.97

>> AEO48684.1  biopolymer transport protein ExbD/TolR [Rhodospirillum rubrum F11]|GCA_000225955.1_ASM22595v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  113.0   0.1   5.8e-34   6.3e-31       4     125 ..      17     137 ..      15     139 .. 0.98

>> AAL22032.1  uptake of enterochelin [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]|GCA_000006945.2
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  113.1   0.6   5.4e-34   5.9e-31       3     125 ..      13     134 ..      11     137 .. 0.97

>> AAO70623.1  biopolymer transport ExbD protein [Salmonella enterica subsp. enterica serovar Typhi str. Ty2]|GCA_000007
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  113.1   0.6   5.4e-34   5.9e-31       3     125 ..      13     134 ..      11     137 .. 0.97

>> AQV01681.1  biopolymer transporter ExbD [Desulfococcus multivorans]|GCA_002009335.2_ASM200933v2_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.7   1.3   7.3e-34   7.9e-31       3     127 ..       9     132 ..       7     133 .. 0.98

>> UNU17463.1  biopolymer transporter ExbD [Microcoleus vaginatus PCC 9802]|GCA_022701275.1_ASM2270127v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.9   1.2   6.2e-34   6.7e-31       4     126 ..       9     132 ..       6     133 .] 0.97

>> TCZ27831.1  TonB system transport protein ExbD [Pantoea agglomerans]|GCA_004344785.1_ASM434478v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.7   0.6     7e-34   7.6e-31       3     124 ..      13     133 ..      11     136 .. 0.98

>> CCQ10604.1  Biopolymer transport protein ExbD/TolR [Pseudoalteromonas luteoviolacea B = ATCC 29581]|GCA_000333235.1_A
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.8   2.5   6.8e-34   7.4e-31       2     127 ..      11     135 ..      10     136 .] 0.98

>> AGG29909.1  Biopolymer transport protein ExbD/TolR [Morganella morganii subsp. morganii KT]|GCA_000286435.2_ASM28643v
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.6   1.2   7.3e-34     8e-31       4     124 ..      14     133 ..      11     136 .. 0.97

>> CNK81322.1  biopolymer transport protein ExbD [Yersinia frederiksenii]|GCA_001171065.1_4840_6_7_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.6   1.4   7.7e-34   8.4e-31       4     124 ..      14     133 ..      11     136 .. 0.97

>> OWF78219.1  biopolymer transport protein ExbD [Yersinia frederiksenii]|GCA_002192835.1_ASM219283v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.6   1.4   7.7e-34   8.4e-31       4     124 ..      14     133 ..      11     136 .. 0.97

>> QKS29081.1  MAG: biopolymer transporter ExbD [Candidatus Accumulibacter similis]|GCA_013347225.1_ASM1334722v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.6   0.0   7.6e-34   8.3e-31       4     125 ..      14     134 ..      11     137 .. 0.97

>> AAZ97462.1  biopolymer transport exbD-related transmembrane protein [Thiobacillus denitrificans ATCC 25259]|GCA_00001
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.6   0.1   7.7e-34   8.4e-31       2     127 ..       8     136 ..       7     137 .. 0.98

>> EEQ11059.1  Biopolymer transport ExbD protein [Yersinia mollaretii ATCC 43969]|GCA_000167995.1_ASM16799v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.5   1.2   8.4e-34   9.2e-31       4     124 ..      14     133 ..      11     136 .. 0.97

>> BAC93010.1  tonB system transport protein ExbD2 [Vibrio vulnificus YJ016]|GCA_000009745.1_ASM974v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.4   1.3   8.5e-34   9.3e-31       4     126 ..      11     132 ..       8     134 .. 0.97

>> ACL69930.1  Biopolymer transport protein ExbD/TolR [Halothermothrix orenii H 168]|GCA_000020485.1_ASM2048v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.3   1.2   9.6e-34     1e-30       4     127 ..       8     131 ..       6     132 .. 0.95

>> ABK42995.1  Cell division and transport-associated protein TolR [Magnetococcus marinus MC-1]|GCA_000014865.1_ASM1486v
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.2   0.1   9.9e-34   1.1e-30       5     127 ..      18     139 ..      15     140 .. 0.98

>> BAC58427.1  TonB system transport protein ExbD2 [Vibrio parahaemolyticus RIMD 2210633]|GCA_000196095.1_ASM19609v1_pro
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.3   1.1   9.3e-34     1e-30       3     126 ..      10     132 ..       8     134 .. 0.97

>> AGC50117.1  biopolymer ExbD/TolR family transporter [Lawsonia intracellularis N343]|GCA_000331715.1_ASM33171v1_protei
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.2   0.7     1e-33   1.1e-30       5     126 ..      12     132 ..       8     134 .. 0.94

>> EAS76516.1  TonB system transport protein ExbD2 [Vibrio alginolyticus 12G01]|GCA_000153505.1_ASM15350v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.2   1.2     1e-33   1.1e-30       3     126 ..      10     132 ..       8     134 .. 0.97

>> UBQ06173.1  biopolymer transporter ExbD [Tepidimonas taiwanensis]|GCA_020162115.1_ASM2016211v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.2   0.0     1e-33   1.1e-30       3     127 ..      12     135 ..      10     136 .. 0.98

>> AHK70456.1  biopolymer transport protein ExbD [Gluconobacter oxydans DSM 3504]|GCA_000583855.1_ASM58385v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.1   0.0   1.1e-33   1.2e-30       4     124 ..      13     132 ..      10     136 .. 0.97

>> AAY37332.1  outer membrane transport energization protein ExbD [Pseudomonas syringae pv. syringae B728a]|GCA_00001224
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.0   1.5   1.1e-33   1.2e-30       5     126 ..      12     132 ..       8     133 .] 0.97

>> ABC76752.1  tolR protein [Syntrophus aciditrophicus SB]|GCA_000013405.1_ASM1340v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.9   0.2   1.2e-33   1.4e-30       3     127 ..      20     143 ..      18     144 .. 0.98

>> ACL64051.1  protein TolR [Anaeromyxobacter dehalogenans 2CP-1]|GCA_000022145.1_ASM2214v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.8   0.5   1.3e-33   1.5e-30       3     127 ..       9     136 ..       7     137 .. 0.93

>> ABA05972.1  Cell division and transport-associated protein TolR [Nitrobacter winogradskyi Nb-255]|GCA_000012725.1_ASM
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.7   0.3   1.4e-33   1.5e-30       3     126 ..      22     146 ..      20     148 .. 0.96

>> ABV36185.1  biopolymer transport protein ExbD/TolR [Shewanella sediminis HAW-EB3]|GCA_000018025.1_ASM1802v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.6   1.4   1.5e-33   1.7e-30       3     124 ..      10     130 ..       8     133 .. 0.98

>> BCB95943.1  hypothetical protein JZK55_08650 [Dissulfurispira thermophila]|GCA_014701235.1_ASM1470123v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.6   1.0   1.6e-33   1.7e-30       2     126 ..       7     130 ..       6     132 .] 0.97

>> ABQ60278.1  protein TolR [Brucella ovis ATCC 25840]|GCA_000016845.1_ASM1684v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.5   0.9   1.6e-33   1.8e-30       4     126 ..      24     145 ..      21     147 .. 0.97

>> APW42521.1  biopolymer transporter ExbD [Rhodoferax saidenbachensis]|GCA_001955715.1_ASM195571v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.5   0.8   1.7e-33   1.8e-30       3     126 ..       8     134 ..       6     136 .. 0.98

>> AFL88266.1  biopolymer transport protein [Terriglobus roseus DSM 18391]|GCA_000265425.1_ASM26542v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.3   1.0   1.9e-33     2e-30       3     127 ..      10     131 ..       8     131 .. 0.96

>> AFL88607.1  biopolymer transport protein [Terriglobus roseus DSM 18391]|GCA_000265425.1_ASM26542v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.3   1.0   1.9e-33     2e-30       3     127 ..      10     131 ..       8     131 .. 0.96

>> ABE49826.1  outer membrane transport energization protein ExbD [Methylobacillus flagellatus KT]|GCA_000013705.1_ASM13
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.4   2.5   1.8e-33   1.9e-30       5     127 ..      13     134 ..       9     135 .] 0.97

>> WP_011368051.1  biopolymer transporter ExbD [Oleidesulfovibrio alaskensis DSM 16109]|GCF_000482745.1_ASM48274v1_prote
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.4   0.1   1.8e-33     2e-30       4     127 ..      13     135 ..      10     136 .] 0.97

>> ADN08702.1  TonB system transport protein ExbD [Sulfurimonas autotrophica DSM 16294]|GCA_000147355.1_ASM14735v1_prote
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.2   5.8     2e-33   2.2e-30       7     126 ..      13     129 ..       9     130 .] 0.97

>> ADZ91221.1  protein TolR [Marinomonas mediterranea MMB-1]|GCA_000192865.1_ASM19286v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.3   0.3     2e-33   2.1e-30       2     128 .]      11     141 .]      10     141 .] 0.93

>> UXK07260.1  biopolymer transporter ExbD [Shewanella putrefaciens]|GCA_025402875.1_ASM2540287v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.3   2.1     2e-33   2.1e-30       3     125 ..      10     131 ..       8     134 .] 0.97

>> AAY35932.1  outer membrane transport energization protein ExbD [Pseudomonas syringae pv. syringae B728a]|GCA_00001224
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.2   0.6     2e-33   2.2e-30       2     127 ..       8     134 ..       7     135 .] 0.97

>> AFS36594.1  biopolymer transport protein [Alteromonas macleodii ATCC 27126]|GCA_000172635.2_ASM17263v2_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.2   1.4   2.1e-33   2.3e-30       3     125 ..       9     130 ..       7     132 .] 0.98

>> AAY39512.1  outer membrane transport energization protein ExbD [Pseudomonas syringae pv. syringae B728a]|GCA_00001224
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.2   1.3   2.1e-33   2.3e-30       5     126 ..      12     132 ..       8     134 .] 0.97

>> ABZ97739.1  Biopolymer transport ExbD protein [Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)']|GCA_0000176
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.0   0.1   2.3e-33   2.5e-30       7     126 ..      12     138 ..       7     140 .. 0.96

>> QAR33782.1  biopolymer transporter ExbD [Geovibrio thiophilus]|GCA_004087915.1_ASM408791v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.0   0.3   2.3e-33   2.5e-30       5     126 ..      12     132 ..       8     134 .. 0.97

>> QAR32928.1  biopolymer transporter ExbD [Geovibrio thiophilus]|GCA_004087915.1_ASM408791v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.0   0.2   2.3e-33   2.6e-30       3     127 ..       9     132 ..       7     133 .] 0.96

>> BAM06956.1  biopolymer transport protein ExbD/TolR [Leptospirillum ferrooxidans C2-3]|GCA_000284315.1_ASM28431v1_prot
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  111.0   0.4   2.4e-33   2.6e-30       4     126 ..      12     133 ..       9     135 .. 0.97

>> ACI21831.1  TolR protein [Thermodesulfovibrio yellowstonii DSM 11347]|GCA_000020985.1_ASM2098v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  110.9   0.3   2.5e-33   2.7e-30       2     127 ..       9     130 ..       8     131 .. 0.97

>> AAC07651.1  biopolymer transport ExbD [Aquifex aeolicus VF5]|GCA_000008625.1_ASM862v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  110.9   2.0   2.5e-33   2.7e-30       2     127 ..       9     131 ..       8     132 .] 0.97

>> ORN00567.1  TonB system transport protein ExbD [Pantoea septica]|GCA_002095575.1_ASM209557v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  110.8   0.2   2.8e-33     3e-30       3     124 ..      13     133 ..      11     136 .. 0.98

>> AAU49639.1  tolR protein [Burkholderia mallei ATCC 23344]|GCA_000011705.1_ASM1170v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  110.5   1.1   3.4e-33   3.7e-30       2     126 ..      16     147 ..      15     149 .] 0.96

>> ATX81216.1  biopolymer transport protein ExbD/biopolymer transport protein TolR [Mariprofundus ferrinatatus]|GCA_0027
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  110.5   0.9   3.5e-33   3.8e-30       5     126 ..      10     131 ..       6     133 .. 0.96

>> ABF91474.1  transport energizing protein, ExbD/TolR family [Myxococcus xanthus DK 1622]|GCA_000012685.1_ASM1268v1_pro
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  110.4   0.6   3.5e-33   3.8e-30       2     126 ..       9     132 ..       8     134 .. 0.97

>> UEO04321.1  biopolymer transporter ExbD [Myxococcus xanthus DZ2]|GCA_020827275.1_ASM2082727v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  110.4   0.6   3.5e-33   3.8e-30       2     126 ..       9     132 ..       8     134 .. 0.97

>> WP_011550942.1  MULTISPECIES: biopolymer transporter ExbD [Myxococcus]|GCF_020827275.1_ASM2082727v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  110.4   0.6   3.5e-33   3.8e-30       2     126 ..       9     132 ..       8     134 .. 0.97

>> AEI88826.1  TolR biopolymer transport protein [Candidatus Midichloria mitochondrii IricVA]|GCA_000219355.1_ASM21935v1
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  110.3   0.8     4e-33   4.3e-30       2     126 ..      14     137 ..      13     138 .. 0.98

>> QCG47234.1  biopolymer transporter ExbD [Aeromonas schubertii]|GCA_004919485.1_ASM491948v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  110.4   0.8   3.6e-33     4e-30       4     127 ..      11     133 ..       8     134 .. 0.97

>> ATX80497.1  biopolymer transport protein ExbD/biopolymer transport protein TolR [Mariprofundus aestuarium]|GCA_002795
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  110.3   1.9   3.9e-33   4.3e-30       5     126 ..      10     131 ..       6     133 .. 0.96

>> EKB20828.1  hypothetical protein HMPREF1168_01633 [Aeromonas veronii AMC34]|GCA_000298015.1_Aero_vero_AMC34_V1_protei
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  110.3   0.7   3.9e-33   4.2e-30       4     126 ..      11     132 ..       8     134 .. 0.97

>> BDB95990.1  protein TolR [Candidatus Hydrogenosomobacter endosymbioticus]|GCA_021654655.1_ASM2165465v1_protein
