# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.3.2 (Nov 2020); http://hmmer.org/
# Copyright (C) 2020 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  IPR006665.hmm
# target sequence database:        /Users/nmat471/Downloads/z_genomes_wLitLinks_processing/genomes_wLitLinks+4+22.fasta
# MSA of all hits saved to file:   IPR006665_MotB_ExbD_TolR_hits_alned1.sto
# per-seq hits tabular output:     IPR006665_MotB_ExbD_TolR_seqHitsTable1.txt
# show alignments in output:       no
# domain inclusion threshold:      E-value <= 2
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       OmpA  [M=95]
Accession:   PF00691.23
Description: OmpA family
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence       Description
   1 !   87.4   0.7   4.1e-26   2.1e-23       1      95 []     106     201 ..     106     201 .. 0.97

>> ADZ90891.1  OmpA/MotB domain protein [Marinomonas mediterranea MMB-1]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   87.2   0.0   4.8e-26   2.5e-23       1      95 []      81     177 ..      81     177 .. 0.97

>> AOP59610.1  cell envelope biogenesis protein OmpA [Pseudomonas aeruginosa]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   87.2   0.2   4.8e-26   2.4e-23       1      95 []     120     215 ..     120     215 .. 0.97

>> AOP59610.1  cell envelope biogenesis protein OmpA [Pseudomonas aeruginosa]|GCA_001729505.1_ASM172950v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   87.2   0.2   4.8e-26   2.4e-23       1      95 []     120     215 ..     120     215 .. 0.97

>> ADZ93227.1  OmpA/MotB domain protein [Marinomonas mediterranea MMB-1]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   87.3   0.1   4.6e-26   2.3e-23       1      95 []      80     176 ..      80     176 .. 0.96

>> AAY36467.1  OmpA/MotB [Pseudomonas syringae pv. syringae B728a]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   87.2   0.0   4.7e-26   2.4e-23       1      95 []      67     161 ..      67     161 .. 0.98

>> EGW21148.1  OmpA/MotB domain protein [Methylobacter tundripaludum SV96]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   87.3   0.1   4.4e-26   2.2e-23       1      95 []     111     206 ..     111     206 .. 0.97

>> AAW85458.1  peptidoglycan-associated outer membrane lipoprotein [Aliivibrio fischeri ES114]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   86.7   0.0   6.8e-26   3.5e-23       1      95 []      87     182 ..      87     182 .. 0.99

>> ABY96722.1  OmpA/MotB domain protein [Pseudomonas putida GB-1]|GCA_000019125.1_ASM1912v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   86.4   0.3   8.7e-26   4.4e-23       1      95 []     120     215 ..     120     215 .. 0.99

>> ACL72552.1  OmpA/MotB domain protein [Thioalkalivibrio sulfidiphilus HL-EbGr7]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   86.8   0.3   6.6e-26   3.4e-23       1      95 []     115     211 ..     115     211 .. 0.96

>> ARU97588.1  porin OmpA [Tatumella citrea]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   86.4   0.0   8.5e-26   4.3e-23       1      91 [.     227     320 ..     227     324 .. 0.93

>> CAG20928.1  putative peptidoglycan-associated lipoprotein [Photobacterium profundum SS9]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   86.4   0.1   8.6e-26   4.4e-23       1      95 []      73     168 ..      73     168 .. 0.98

>> KTR97383.1  membrane protein [Pantoea dispersa]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   86.3   0.0   9.5e-26   4.8e-23       1      94 [.     232     328 ..     232     329 .. 0.94

>> CCQ12283.1  18K peptidoglycan-associated outer membrane lipoprotein; Peptidoglycan-associated lipoprotein precursor; 
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   86.1   0.1   1.1e-25   5.5e-23       1      95 []      72     167 ..      72     167 .. 0.98

>> KGT94218.1  membrane protein [Erwinia typographi]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   86.1   0.0   1.1e-25   5.4e-23       1      94 [.     231     327 ..     231     328 .. 0.93

>> EED70203.1  OmpA/MotB domain protein [Comamonas testosteroni KF-1]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.9   0.2   1.2e-25   6.2e-23       2      95 .]     113     207 ..     112     207 .. 0.98

>> KLR25056.1  membrane protein [Enterobacter bugandensis]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   86.3   0.4   8.9e-26   4.6e-23       1      95 []     115     210 ..     115     210 .. 0.97

>> GHD93129.1  outer membrane protein A [Pseudocitrobacter faecalis]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   86.0   0.0   1.1e-25   5.7e-23       1      93 [.     149     244 ..     149     246 .. 0.93

>> ABA58502.1  OmpA/MotB [Nitrosococcus oceani ATCC 19707]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.4   0.0   1.8e-25   9.2e-23       1      95 []     171     266 ..     171     266 .. 0.98

>> ORM99273.1  porin OmpA [Pantoea septica]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   86.0   0.0   1.1e-25   5.7e-23       1      92 [.     231     325 ..     231     328 .. 0.93

>> EED68620.1  OmpA/MotB domain protein [Comamonas testosteroni KF-1]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.9   0.3   1.3e-25   6.4e-23       1      95 []     107     202 ..     107     202 .. 0.95

>> AAS69158.1  peptidoglycan associated periplasmic protein [Leptospira interrogans serovar Copenhageni str. Fiocruz L1-
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.7   0.3   1.5e-25   7.4e-23       1      95 []     553     649 ..     553     649 .. 0.97

>> AMO81998.1  hypothetical protein DSM2777_13765 [Obesumbacterium proteus]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.9   0.0   1.2e-25   6.3e-23       1      93 [.     226     321 ..     226     323 .. 0.93

>> CAE09365.1  CADF PRECURSOR [Wolinella succinogenes]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.9   0.1   1.2e-25   6.2e-23       2      95 .]     236     330 ..     235     330 .. 0.97

>> EHM38878.1  outer membrane protein A [Hafnia alvei ATCC 51873]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.7   0.0   1.5e-25   7.4e-23       1      93 [.     233     328 ..     233     330 .. 0.93

>> ABY97505.1  OmpF family protein [Pseudomonas putida GB-1]|GCA_000019125.1_ASM1912v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.9   0.2   1.2e-25   6.3e-23       2      95 .]     238     333 ..     237     333 .. 0.98

>> EAS74789.1  peptidoglycan-associated lipoprotein [Vibrio alginolyticus 12G01]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.8   0.1   1.3e-25   6.6e-23       1      95 []      73     168 ..      73     168 .. 0.98

>> KLP54260.1  membrane protein [Enterobacter genomosp. O]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.9   0.5   1.2e-25   6.1e-23       1      95 []     115     210 ..     115     210 .. 0.97

>> EHR41065.1  hypothetical protein AJE_08582 [Alishewanella jeotgali KCTC 22429]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.5   0.0   1.6e-25   8.1e-23       1      95 []     106     201 ..     106     201 .. 0.98

>> CCG96173.1  Outer membrane protein and related peptidoglycan-associated (Lipo)protein,OmpA domain [Marinobacter nauti
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.7   0.1   1.4e-25   7.3e-23       1      95 []     113     208 ..     113     208 .. 0.98

>> AVQ86730.1  peptidoglycan-associated lipoprotein Pal [Plesiomonas shigelloides]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.6   0.0   1.6e-25   7.9e-23       1      95 []      64     159 ..      64     159 .. 0.99

>> WP_010861919.1  MULTISPECIES: peptidoglycan-associated lipoprotein Pal [Plesiomonas shigelloides LS1]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.6   0.0   1.6e-25   7.9e-23       1      95 []      64     159 ..      64     159 .. 0.99

>> ACN15820.1  OmpA2 [Desulforapulum autotrophicum HRM2]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.0   0.0   2.4e-25   1.2e-22       1      95 []     400     495 ..     400     495 .. 0.99

>> POT57874.1  porin OmpA [Citrobacter amalonaticus]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.3   0.0   1.8e-25   9.3e-23       1      93 [.     226     321 ..     226     323 .. 0.93

>> ABM19896.1  OmpA/MotB domain protein [Marinobacter nauticus VT8]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.4   0.1   1.7e-25   8.8e-23       1      95 []     131     226 ..     131     226 .. 0.98

>> AAC74043.1  outer membrane protein A [Escherichia coli str. K-12 substr. MG1655]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.1   0.0   2.2e-25   1.1e-22       1      93 [.     222     317 ..     222     319 .. 0.93

>> AAP16471.1  outer membrane protein 3a (II*;G;d) [Shigella flexneri 2a str. 2457T]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.1   0.0   2.2e-25   1.1e-22       1      93 [.     224     319 ..     224     321 .. 0.93

>> EDL52390.1  outer membrane protein OmpA [Vibrio mediterranei AK1]|GCA_000181535.1_ASM18153v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.3   0.1   1.8e-25   9.2e-23       2      95 .]     223     317 ..     222     317 .. 0.99

>> AAL22505.1  putative outer membrane lipoprotein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.5   0.1   1.7e-25   8.5e-23       1      95 []     115     210 ..     115     210 .. 0.98

>> EGW21980.1  OmpA/MotB domain protein [Methylobacter tundripaludum SV96]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   82.4   0.4   1.5e-24   7.7e-22       2      95 .]     260     354 ..     259     354 .. 0.95

>> GAC35716.1  peptidoglycan-associated lipoprotein [Paraglaciecola psychrophila 170]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   83.5   0.0   6.6e-25   3.4e-22       1      95 []      87     182 ..      87     182 .. 0.96

>> ACH38043.1  peptidoglycan-binding inner membrane lipoprotein YiaD, OmpA family [Citrifermentans bemidjiense Bem]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.3   0.1   1.9e-25   9.8e-23       1      95 []     114     208 ..     114     208 .. 0.98

>> AAY37042.1  OmpA/MotB [Pseudomonas syringae pv. syringae B728a]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.8   0.1   1.3e-25   6.6e-23       1      95 []     159     254 ..     159     254 .. 0.98

>> CAG34957.1  probable outer membrane protein F [Desulfotalea psychrophila LSv54]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.1   0.1   2.2e-25   1.1e-22       1      91 [.     115     206 ..     115     209 .. 0.97

>> ABM20725.1  OmpA/MotB domain protein [Marinobacter nauticus VT8]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.0   0.0   2.4e-25   1.2e-22       2      95 .]     296     391 ..     295     391 .. 0.99

>> AAL20003.1  putative membrane component hydrogenase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   84.7   0.0   2.9e-25   1.5e-22       1      93 [.     226     321 ..     226     323 .. 0.93

>> EAP92038.1  Outer membrane protein [Vibrio splendidus 12B01]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   84.7   0.2   2.9e-25   1.5e-22       1      95 []     235     330 ..     235     330 .. 0.99

>> AEP08854.1  peptidoglycan-associated lipoprotein [Micavibrio aeruginosavorus ARL-13]|GCA_000226315.1_ASM22631v1_prote
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.1   0.0   2.2e-25   1.1e-22       1      95 []      71     166 ..      71     166 .. 0.97

>> ACH38259.1  peptidoglycan-binding outer membrane protein, OMP_b-brl and OmpA domain-containing [Citrifermentans bemid
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   84.0   0.0   4.9e-25   2.5e-22       2      95 .]     328     423 ..     327     423 .. 0.99

>> AHF77623.1  Outer membrane protein A [Sodalis praecaptivus]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   84.7   0.0     3e-25   1.5e-22       1      91 [.     236     329 ..     236     333 .. 0.93

>> CCJ71087.1  Outer membrane protein A precursor [Cronobacter condimenti 1330]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   84.5   0.0   3.3e-25   1.7e-22       1      93 [.     234     329 ..     234     331 .. 0.93

>> AAT48190.1  PF13488 family lipoprotein YiaD [Escherichia coli str. K-12 substr. MG1655]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   84.9   0.1   2.5e-25   1.3e-22       1      95 []     115     210 ..     115     210 .. 0.98

>> CBG36682.1  putative outer membrane protein [Escherichia coli 042]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   84.9   0.1   2.5e-25   1.3e-22       1      95 []     115     210 ..     115     210 .. 0.98

>> CAC41711.1  Probable porin [Sinorhizobium meliloti 1021]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   84.6   0.2   3.2e-25   1.6e-22       1      95 []     114     209 ..     114     209 .. 0.98

>> BAC95038.1  peptidoglycan-associated lipoprotein [Vibrio vulnificus YJ016]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   84.3   0.1   3.8e-25   1.9e-22       1      95 []      80     175 ..      80     175 .. 0.98

>> AAW87658.1  OmpA family domain protein [Aliivibrio fischeri ES114]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   84.5   0.1   3.3e-25   1.7e-22       2      95 .]      74     168 ..      73     168 .. 0.98

>> CCG97017.1  putative outer membrane porin F precursor [Marinobacter nauticus ATCC 49840]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   84.5   0.0   3.4e-25   1.8e-22       2      95 .]     296     391 ..     295     391 .. 0.99

>> CCJ74475.1  Outer membrane protein A precursor [Cronobacter condimenti 1330]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   84.4   0.2   3.5e-25   1.8e-22       1      95 []     115     210 ..     115     210 .. 0.98

>> ABA89616.1  peptidoglycan-binding outer membrane protein, OMP_b-brl and OmpA domain-containing [Syntrophotalea carbin
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   84.2   0.2   4.1e-25   2.1e-22       2      95 .]     320     415 ..     319     415 .. 0.99

>> ABI78589.1  OmpA family protein [Hyphomonas neptunium ATCC 15444]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   84.3   0.4     4e-25     2e-22       2      95 .]     106     200 ..     105     200 .. 0.98

>> KLP55312.1  membrane protein [Enterobacter genomosp. O]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   84.0   0.0   4.9e-25   2.5e-22       1      93 [.     235     330 ..     235     332 .. 0.93

>> KLR18061.1  membrane protein [Enterobacter bugandensis]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   84.0   0.0   4.9e-25   2.5e-22       1      93 [.     235     330 ..     235     332 .. 0.93

>> CBJ46052.1  outer membrane protein A [Erwinia amylovora ATCC 49946]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   84.0   0.0   4.7e-25   2.4e-22       1      92 [.     231     325 ..     231     328 .. 0.92

>> CBG33864.1  outer membrane protein A [Escherichia coli 042]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   83.9   0.0   5.2e-25   2.6e-22       1      93 [.     226     321 ..     226     323 .. 0.93

>> AAV82814.1  Outer membrane porin [Idiomarina loihiensis L2TR]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   84.0   0.4   4.7e-25   2.4e-22       2      95 .]     252     347 ..     251     347 .. 0.99

>> KIU35546.1  membrane protein [Atlantibacter hermannii]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   83.8   0.0   5.4e-25   2.7e-22       1      93 [.     235     330 ..     235     332 .. 0.93

>> EHJ04577.1  OmpA/MotB domain-containing protein [Marinobacter manganoxydans MnI7-9]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   84.1   0.1   4.6e-25   2.3e-22       2      95 .]     297     392 ..     296     392 .. 0.98

>> KIU32035.1  membrane protein [Atlantibacter hermannii]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   84.0   0.3   4.7e-25   2.4e-22       1      95 []     115     210 ..     115     210 .. 0.98

>> KOQ99823.1  membrane protein [Pluralibacter gergoviae]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   83.8   0.4   5.7e-25   2.9e-22       1      95 []     114     209 ..     114     209 .. 0.96

>> KOR04280.1  membrane protein [Pluralibacter gergoviae]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   83.7   0.0   6.2e-25   3.1e-22       1      93 [.     228     323 ..     228     325 .. 0.93

>> ABA57336.1  OmpA/MotB [Nitrosococcus oceani ATCC 19707]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   83.9   0.0   5.3e-25   2.7e-22       2      95 .]     121     215 ..     120     215 .. 0.96

>> WP_015869505.1  OmpA family lipoprotein [Edwardsiella ictaluri ATCC 33202]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   83.9   0.2   5.2e-25   2.7e-22       1      95 []     115     210 ..     115     210 .. 0.96

>> EAR30605.1  probable outer membrane protein [Pseudoalteromonas tunicata D2]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   82.5   0.1   1.4e-24     7e-22       1      95 []     187     282 ..     187     282 .. 0.96

>> PAN78808.1  porin OmpA [Enterobacter cloacae]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   83.5   0.0     7e-25   3.6e-22       1      93 [.     235     330 ..     235     332 .. 0.93

>> EHM40925.1  OmpA family protein [Hafnia alvei ATCC 51873]
