# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.3.2 (Nov 2020); http://hmmer.org/
# Copyright (C) 2020 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  IPR003400.hmm
# target sequence database:        /Users/nmat471/Downloads/z_genomes_wLitLinks_processing/genomes_wLitLinks+4+22.fasta
# MSA of all hits saved to file:   IPR003400_MotB_ExbD_TolR_hits_alned1.sto
# per-seq hits tabular output:     IPR003400_MotB_ExbD_TolR_seqHitsTable1.txt
# show alignments in output:       no
# domain inclusion threshold:      E-value <= 2
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       ExbD  [M=128]
Accession:   PF02472.19
Description: Biopolymer transport protein ExbD/TolR
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence       Description
        2.3   13.3   0.1        3.7   12.6   0.1    1.4  1  EGI77244.1      LysR family transcriptional regulator [Hylemo
        2.3   13.3   2.3         24   10.0   0.1    2.6  2  ADZ90280.1      OmpA/MotB domain protein [Marinomonas mediter
        2.4   13.3   3.8    1.7e+02    7.3   3.2    2.8  2  ABM17418.1      OmpA/MotB domain protein [Marinobacter nautic
        2.4   13.3   0.0        4.4   12.4   0.0    1.4  1  EHR42004.1      ATP-dependent Clp protease adaptor protein Cl
        2.5   13.2   0.0        3.6   12.7   0.0    1.2  1  CAD78101.1      hypothetical protein RB4800 [Rhodopirellula b
        2.5   13.2   2.6        8.3   11.5   0.2    2.5  1  EGO61918.1      Sirohydrochlorin cobaltochelatase [Acetonema 
        2.5   13.2   0.0          4   12.5   0.0    1.3  1  EHM38894.1      dihydroorotate oxidase [Hafnia alvei ATCC 518
        2.6   13.1   0.0        3.8   12.6   0.0    1.2  1  GAC38371.1      hypothetical protein GPSY_2759 [Paraglaciecol
        2.8   13.0   0.8         11   11.2   0.8    2.2  1  AAM41179.1      MotB protein [Xanthomonas campestris pv. camp
        2.9   13.0   0.0        4.8   12.3   0.0    1.4  1  CBJ45995.1      ATP-dependent Clp protease adaptor protein [E
        2.9   13.0   0.0        4.2   12.5   0.0    1.3  1  AMO81988.1      dihydroorotate dehydrogenase [Obesumbacterium
        3.1   12.9   0.3        8.8   11.4   0.0    1.9  1  ACV75509.1      type I secretion membrane fusion protein, Hly
        3.2   12.9   0.0        5.8   12.0   0.0    1.4  1  GHD93115.1      dihydroorotate dehydrogenase (quinone) [Pseud
        3.4   12.8   0.1         30    9.7   0.0    2.4  1  ACM93376.1      phenylalanyl-tRNA synthetase, beta subunit [N
        3.5   12.7   0.0        6.4   11.9   0.0    1.4  1  RPH21698.1      quinone-dependent dihydroorotate dehydrogenas
        3.6   12.7   0.0        6.8   11.8   0.0    1.4  1  KLR18050.1      dihydroorotate dehydrogenase [Enterobacter bu
        3.6   12.7   0.0        5.9   12.0   0.0    1.4  1  KIU35356.1      dihydroorotate dehydrogenase [Atlantibacter h
        3.7   12.7   0.1        7.8   11.6   0.1    1.5  1  WP_061948013.1  bifunctional homocysteine S-methyltransferase
        3.7   12.7   0.0         21   10.2   0.0    2.2  1  CCJ70908.1      Translation elongation factor LepA [Cronobact
        3.8   12.6   0.0    2.6e+02    6.7   0.0    3.1  1  KLR27633.1      copper-transporting ATPase [Enterobacter buga
        3.9   12.6   0.5    2.6e+02    6.7   0.1    2.3  2  UXK07701.1      transaldolase [Shewanella putrefaciens]
        4.1   12.5   0.0          6   12.0   0.0    1.3  1  ARU97576.1      dihydroorotate dehydrogenase (quinone) [Tatum
        4.1   12.5   0.6    5.9e+02    5.5   0.6    2.2  2  AAC65689.1      flagellar motor rotation protein (motB) [Trep
        4.1   12.5   0.0          7   11.7   0.0    1.3  1  WP_015870731.1  quinone-dependent dihydroorotate dehydrogenas
        4.2   12.5   0.0        8.2   11.5   0.0    1.5  1  ARU97537.1      ATP-dependent Clp protease adapter ClpS [Tatu
        4.2   12.5   0.7        6.3   11.9   0.7    1.5  1  ABZ98061.1      30S ribosomal protein S3 [Leptospira biflexa 
        4.2   12.5   0.1        4.2   12.5   0.1    1.6  1  ADE40503.1      phage-related minor tail protein-like protein
        4.3   12.5   0.0         20   10.3   0.0    2.0  1  CAJ49336.1      amidophosphoribosyltransferase [Bordetella av
        4.4   12.4   0.0        7.1   11.7   0.0    1.4  1  KLR25833.1      LysR family transcriptional regulator [Entero
        4.6   12.4   1.3         17   10.5   1.3    2.1  1  AGH77404.1      flagellar motor protein MotD [Xanthomonas axo
        4.6   12.3   0.0         14   10.8   0.0    1.8  1  BAI84653.1      bifunctional homocysteine S-methyltransferase
        4.6   12.3   0.0         14   10.8   0.0    1.8  1  UUH67404.1      bifunctional homocysteine S-methyltransferase
        4.6   12.3   0.2        9.5   11.3   0.2    1.4  1  ADB18998.1      OmpA/MotB domain protein [Pirellula staleyi D
        4.7   12.3   0.4        8.7   11.4   0.4    1.3  1  ATP11615.1      major facilitator superfamily transport prote
        4.8   12.3   2.3         11   11.1   2.3    1.5  1  CAG37395.1      related to flagellar motor protein (MotB) [De
          5   12.2   0.1         61    8.7   0.0    2.3  1  KGA72602.1      UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-a
        5.1   12.2   0.1        5.7   12.0   0.1    1.0  1  AAS13048.1      conserved hypothetical protein [Treponema den
        5.1   12.2   0.3         27    9.8   0.2    2.0  1  CAE09443.1      MOTB PROTEIN [Wolinella succinogenes]
        5.3   12.1   1.8         12   10.9   1.7    1.7  1  AEP10022.1      hypothetical protein MICA_1709 [Micavibrio ae
        5.4   12.1   0.0        8.7   11.4   0.0    1.3  1  PAN79738.1      LysR family transcriptional regulator [Entero
        5.5   12.1   0.0         20   10.3   0.0    1.9  1  TCZ23618.1      UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-a
        5.5   12.1   0.1        7.1   11.7   0.1    1.2  1  ACT47475.1      Rhodanese domain protein [Methylotenera mobil
        6.1   12.0   4.1    2.3e+02    6.9   3.3    2.7  2  CCG93763.1      sodium-driven flagellar motor component [Mari
        6.1   12.0   0.0         11   11.2   0.0    1.4  1  KLP57653.1      LysR family transcriptional regulator [Entero
        6.4   11.9   0.1         51    9.0   0.1    2.3  1  GHD89792.1      amidophosphoribosyltransferase [Pseudocitroba
        7.1   11.7   2.5         47    9.1   1.0    2.5  1  AAV82966.1      Flagellar motor protein [Idiomarina loihiensi


Domain annotation for each sequence:
>> EGW21660.1  Biopolymer transport protein ExbD/TolR [Methylobacter tundripaludum SV96]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  129.2   0.1   2.9e-39   3.4e-36       3     127 ..      15     138 ..      13     139 .. 0.98

>> ABK37979.1  biopolymer transport exbD2 protein [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  125.2   1.5     5e-38   5.8e-35       2     127 ..       8     132 ..       7     133 .] 0.98

>> ABE49146.1  outer membrane transport energization protein ExbD [Methylobacillus flagellatus KT]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  125.1   0.1   5.2e-38   6.1e-35       3     126 ..      15     137 ..      13     139 .. 0.97

>> ABE49290.1  outer membrane transport energization protein ExbD [Methylobacillus flagellatus KT]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  125.1   0.1   5.2e-38   6.1e-35       3     126 ..      15     137 ..      13     139 .. 0.97

>> EKB22830.1  hypothetical protein HMPREF1168_00886 [Aeromonas veronii AMC34]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  124.9   1.5     6e-38   6.9e-35       2     127 ..       8     132 ..       7     133 .] 0.98

>> ATP11541.1  ExbD family protein [Aeromonas salmonicida subsp. pectinolytica 34mel]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  124.8   1.4   6.4e-38   7.4e-35       2     127 ..       8     132 ..       7     133 .] 0.98

>> QCG49910.1  biopolymer transporter ExbD [Aeromonas schubertii]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  124.6   0.3   7.5e-38   8.7e-35       2     127 ..       8     132 ..       7     133 .] 0.98

>> AAZ96664.1  putative biopolymer transport protein [Thiobacillus denitrificans ATCC 25259]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  124.1   0.0   1.1e-37   1.2e-34       3     127 ..      13     136 ..      11     137 .. 0.98

>> AAZ27840.1  biopolymer transport exbD protein [Colwellia psychrerythraea 34H]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  121.8   1.2   5.5e-37   6.4e-34       2     126 ..       8     131 ..       7     133 .] 0.97

>> ABI59860.1  outer membrane transport energization protein ExbD [Nitrosomonas eutropha C91]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  121.7   0.1   5.7e-37   6.6e-34       3     127 ..      13     136 ..      11     137 .. 0.98

>> EED66569.1  Biopolymer transport protein ExbD/TolR [Comamonas testosteroni KF-1]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  121.5   0.4   6.6e-37   7.7e-34       5     127 ..      15     136 ..      11     137 .. 0.97

>> CAJ49728.1  biopolymer transport protein [Bordetella avium 197N]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  121.0   0.1   9.9e-37   1.2e-33       5     127 ..      16     137 ..      13     138 .. 0.98

>> WP_008760582.1  MULTISPECIES: biopolymer transporter ExbD [Bacteroides]|GCF_900624795.1_81H8_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  120.8   0.0   1.1e-36   1.3e-33       2     127 ..       8     135 ..       7     136 .. 0.97

>> AAV82688.1  Biopolymer transport protein [Idiomarina loihiensis L2TR]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  120.7   2.2   1.2e-36   1.4e-33       2     126 ..       8     131 ..       7     133 .] 0.98

>> ABC34510.1  biopolymer transport protein, ExbD/TolR family [Burkholderia thailandensis E264]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  120.3   0.3   1.6e-36   1.8e-33       2     127 ..      13     137 ..      12     138 .. 0.97

>> CAH37814.1  putative biopolymer transport protein [Burkholderia pseudomallei K96243]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  119.8   0.2   2.2e-36   2.6e-33       4     127 ..      13     135 ..      10     136 .. 0.97

>> AAU45829.1  biopolymer transport protein, ExbD/TolR family [Burkholderia mallei ATCC 23344]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  119.8   0.2   2.3e-36   2.7e-33       4     127 ..      15     137 ..      12     138 .. 0.97

>> KOR01484.1  biopolymer transporter ExbD [Pluralibacter gergoviae]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  119.7   0.7   2.4e-36   2.8e-33       3     126 ..      13     135 ..      11     137 .. 0.98

>> ABA59127.1  Biopolymer transport protein ExbD/TolR [Nitrosococcus oceani ATCC 19707]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  119.2   1.1   3.4e-36     4e-33       5     126 ..      10     134 ..       7     136 .. 0.97

>> CAQ69979.1  BIOPOLYMER TRANSPORT PROTEIN [Cupriavidus taiwanensis LMG 19424]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  119.1   0.4   3.6e-36   4.2e-33       3     127 ..      12     135 ..      10     136 .. 0.98

>> KFD15214.1  biopolymer transport protein [Serratia marcescens subsp. marcescens ATCC 13880]|GCA_000735445.1_GSMA_DRAF
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  118.9   0.7   4.4e-36   5.1e-33       4     124 ..      14     133 ..      11     136 .. 0.97

>> AMO81032.1  biopolymer transport protein ExbD [Obesumbacterium proteus]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  118.9   1.6   4.2e-36   4.9e-33       3     124 ..      17     137 ..      15     141 .. 0.97

>> KLP54538.1  biopolymer transporter ExbD [Enterobacter genomosp. O]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  118.9   0.3   4.5e-36   5.2e-33       3     126 ..      13     135 ..      11     137 .. 0.97

>> PAN73342.1  TonB system transport protein ExbD [Enterobacter cloacae]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  118.8   0.3   4.7e-36   5.4e-33       3     126 ..      13     135 ..      11     137 .. 0.97

>> KIU31458.1  biopolymer transporter ExbD [Atlantibacter hermannii]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  118.7   0.6   5.1e-36   5.9e-33       3     126 ..      13     135 ..      11     137 .. 0.97

>> POT56763.1  TonB system transport protein ExbD [Citrobacter amalonaticus]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  118.3   0.5   6.5e-36   7.6e-33       3     125 ..      13     134 ..      11     137 .. 0.97

>> AHF78572.1  Biopolymer transport protein [Sodalis praecaptivus]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  118.2   0.5     7e-36   8.2e-33       3     124 ..      13     133 ..      11     136 .. 0.98

>> ACL72455.1  Biopolymer transport protein ExbD/TolR [Thioalkalivibrio sulfidiphilus HL-EbGr7]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  117.6   0.2   1.1e-35   1.3e-32       3     127 ..       8     135 ..       6     136 .. 0.96

>> AHK70542.1  biopolymer transport protein ExbD [Gluconobacter oxydans DSM 3504]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  117.4   0.3   1.2e-35   1.4e-32       5     125 ..      15     134 ..      13     137 .. 0.98

>> ABC37003.1  biopolymer transport protein, ExbD/TolR family [Burkholderia thailandensis E264]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  117.3   0.1   1.3e-35   1.5e-32       3     126 ..      13     135 ..      11     137 .. 0.98

>> RYJ18967.1  TonB system transport protein ExbD [Rahnella variigena]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  116.9   0.6   1.8e-35     2e-32       4     124 ..      14     133 ..      11     137 .. 0.97

>> ACL71954.1  Biopolymer transport protein ExbD/TolR [Thioalkalivibrio sulfidiphilus HL-EbGr7]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  116.7   0.0   2.1e-35   2.4e-32       4     128 .]      13     136 ..      11     136 .. 0.98

>> ACV68871.1  protein TolR [Desulfohalobium retbaense DSM 5692]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  116.7   1.0   2.1e-35   2.5e-32       5     127 ..      11     132 ..       7     133 .. 0.94

>> ACN16141.1  TolR [Desulforapulum autotrophicum HRM2]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  116.5   2.0   2.3e-35   2.7e-32       2     127 ..      11     135 ..      10     136 .. 0.97

>> CCJ73990.1  Biopolymer transport protein ExbD/TolR [Cronobacter condimenti 1330]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  116.5   0.5   2.4e-35   2.8e-32       3     126 ..      13     135 ..      11     137 .. 0.97

>> AAC76041.1  Ton complex subunit ExbD [Escherichia coli str. K-12 substr. MG1655]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  116.4   0.5   2.6e-35     3e-32       3     125 ..      13     134 ..      11     137 .. 0.97

>> AAP18340.1  enterochelin transporter (uptake) [Shigella flexneri 2a str. 2457T]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  116.4   0.5   2.6e-35     3e-32       3     125 ..      13     134 ..      11     137 .. 0.97

>> GHD95984.1  biopolymer transport protein ExbD [Pseudocitrobacter faecalis]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  116.4   0.3   2.6e-35   3.1e-32       3     125 ..      13     134 ..      11     137 .. 0.97

>> AAZ25847.1  biopolymer transport exbD protein [Colwellia psychrerythraea 34H]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  116.3   2.2   2.8e-35   3.3e-32       2     127 ..      11     135 ..      10     136 .] 0.98

>> CBG36123.1  biopolymer transport protein [Escherichia coli 042]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  116.2   0.6     3e-35   3.5e-32       3     125 ..      13     134 ..      11     137 .. 0.97

>> KLR17657.1  biopolymer transporter ExbD [Enterobacter bugandensis]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  115.9   0.2   3.6e-35   4.2e-32       3     126 ..      13     135 ..      11     137 .. 0.97

>> ACT49008.1  Biopolymer transport protein ExbD/TolR [Methylotenera mobilis JLW8]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  115.9   0.4   3.6e-35   4.2e-32       4     126 ..      16     137 ..      13     139 .] 0.97

>> EAR30272.1  putative TonB system-dependent transport protein [Pseudoalteromonas tunicata D2]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  115.7   1.9   4.2e-35   4.9e-32       2     126 ..      11     134 ..      10     136 .] 0.98

>> CAH36949.1  putative transport-related membrane protein [Burkholderia pseudomallei K96243]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  115.5   0.0   4.9e-35   5.7e-32       3     126 ..      13     135 ..      11     137 .. 0.98

>> CBJ47629.1  biopolymer transport protein [Erwinia amylovora ATCC 49946]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  115.4   0.4   5.3e-35   6.2e-32       3     124 ..      13     133 ..      11     136 .. 0.98

>> AAU49704.1  biopolymer transport protein, ExbD/TolR family [Burkholderia mallei ATCC 23344]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  115.3   0.1   5.6e-35   6.6e-32       3     126 ..      13     135 ..      11     137 .. 0.98

>> ACH40504.1  biopolymer transport membrane protein, TolR-related protein [Citrifermentans bemidjiense Bem]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  115.4   1.6   5.2e-35     6e-32       4     126 ..      13     134 ..      10     136 .. 0.97

>> KGT88662.1  biopolymer transporter ExbD [Enterobacter cancerogenus]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  115.2   0.3   5.9e-35   6.9e-32       3     124 ..      13     133 ..      11     136 .. 0.98

>> ACT11405.1  TonB system transport protein ExbD [Pectobacterium carotovorum subsp. carotovorum PC1]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  115.2   0.7   5.9e-35   6.8e-32       3     124 ..      13     133 ..      11     137 .. 0.97

>> KFD16493.1  biopolymer transport protein [Serratia marcescens subsp. marcescens ATCC 13880]|GCA_000735445.1_GSMA_DRAF
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  115.2   2.2     6e-35     7e-32       2     127 ..       8     134 ..       7     135 .] 0.98

>> GAC25509.1  biopolymer transport protein exbD2 [Paraglaciecola mesophila KMM 241]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  115.0   1.9   6.9e-35     8e-32       3     125 ..       9     130 ..       7     132 .. 0.98

>> TCV98892.1  outer membrane transport energization protein ExbD [Biostraticola tofi]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  115.0   0.2   6.8e-35   7.9e-32       2     124 ..      12     133 ..      11     136 .. 0.98

>> ACT11866.1  Biopolymer transport protein ExbD/TolR [Pectobacterium carotovorum subsp. carotovorum PC1]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  115.1   2.6   6.6e-35   7.7e-32       2     127 ..       8     133 ..       7     134 .] 0.97

>> AAS70217.1  biopolymer transport exbd-related transmembrane protein [Leptospira interrogans serovar Copenhageni str. 
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  115.0   0.5   7.2e-35   8.4e-32       4     125 ..      12     140 ..       9     143 .. 0.96

>> AEP30400.1  Biopolymer transport protein [Glaciecola nitratireducens FR1064]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  115.0   3.1   7.2e-35   8.4e-32       3     126 ..       9     131 ..       7     132 .] 0.98

>> GAC23144.1  biopolymer transport protein exbD2 [Paraglaciecola mesophila KMM 241]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  114.7   1.8   8.5e-35   9.9e-32       2     126 ..      10     133 ..       9     135 .] 0.98

>> AAM41406.1  biopolymer transport protein [Xanthomonas campestris pv. campestris str. ATCC 33913]|GCA_000007145.1_ASM7
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  114.6   0.5     9e-35     1e-31       3     127 ..       9     136 ..       7     137 .. 0.97

>> EHM39527.1  TonB system transport protein ExbD [Hafnia alvei ATCC 51873]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
