feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	545493	546053	+					ykoE		NCTC11427_00536	561		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	545493	546053	+	VEF78603.1			cobalt ABC transporter permease	ykoE		NCTC11427_00536	561	186	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	546054	547439	+					ykoD		NCTC11427_00537	1386		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	546054	547439	+	VEF78604.1			cobalt or other cation ABC transporter ATP-binding protein	ykoD		NCTC11427_00537	1386	461	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	547441	548091	+							NCTC11427_00538	651		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	547441	548091	+	VEF78605.1			cobalt ABC transporter domain-containing protein			NCTC11427_00538	651	216	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	548102	548794	+					tenA		NCTC11427_00539	693		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	548102	548794	+	VEF78606.1			transcriptional activator TenA, TENA/THI-4 family protein	tenA		NCTC11427_00539	693	230	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	548798	549322	+					thiW		NCTC11427_00540	525		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	548798	549322	+	VEF78607.1			ThiW superfamily protein	thiW		NCTC11427_00540	525	174	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	549322	550125	+					thiM		NCTC11427_00541	804		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	549322	550125	+	VEF78608.1			hydroxyethylthiazole kinase	thiM		NCTC11427_00541	804	267	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	550118	550750	+					thiE		NCTC11427_00542	633		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	550118	550750	+	VEF78609.1			thiamine-phosphate pyrophosphorylase	thiE		NCTC11427_00542	633	210	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	550798	551589	-					thiD		NCTC11427_00543	792		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	550798	551589	-	VEF78610.1			phosphomethylpyrimidine kinase	thiD		NCTC11427_00543	792	263	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	551956	552351	+					copY		NCTC11427_00545	396		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	551956	552351	+	VEF78611.1			transcriptional repressor	copY		NCTC11427_00545	396	131	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	552362	552733	+							NCTC11427_00546	372		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	552362	552733	+	VEF78612.1			Cu2+-exporting ATPase			NCTC11427_00546	372	123	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	552743	554965	+					ctpA		NCTC11427_00547	2223		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	552743	554965	+	VEF78613.1			cation transporter E1-E2 family ATPase	ctpA		NCTC11427_00547	2223	740	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	555292	557067	+					spxB		NCTC11427_00548	1776		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	555292	557067	+	VEF78614.1			putative oxidase	spxB		NCTC11427_00548	1776	591	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	557289	557549	+							NCTC11427_00549	261		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	557289	557549	+	VEF78615.1			integral membrane protein			NCTC11427_00549	261	86	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	557680	559119	+					bglH		NCTC11427_00550	1440		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	557680	559119	+	VEF78616.1			glycoside hydrolase family 1	bglH		NCTC11427_00550	1440	479	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	559239	560183	+					gmuF		NCTC11427_00551	945		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	559239	560183	+	VEF78617.1			mannose-6-phosphate isomerase	gmuF		NCTC11427_00551	945	314	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	560225	561565	-							NCTC11427_00552	1341		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	560225	561565	-	VEF78618.1			sodium-dependent transporter			NCTC11427_00552	1341	446	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	561924	562664	+					mta		NCTC11427_00553	741		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	561924	562664	+	VEF78619.1			MerR family transcriptional regulator	mta		NCTC11427_00553	741	246	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	562693	563148	-					mutX_1		NCTC11427_00554	456		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	562693	563148	-	VEF78620.1			MutT/NUDIX family protein	mutX_1		NCTC11427_00554	456	151	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	563158	563679	-							NCTC11427_00555	522		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	563158	563679	-	VEF78621.1			Uncharacterized protein conserved in bacteria			NCTC11427_00555	522	173	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	563693	564913	-							NCTC11427_00556	1221		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	563693	564913	-	VEF78622.1			putative flavoprotein			NCTC11427_00556	1221	406	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	564932	565777	-							NCTC11427_00557	846		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	564932	565777	-	VEF78623.1			degV family protein			NCTC11427_00557	846	281	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	565902	566459	+					ethR		NCTC11427_00558	558		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	565902	566459	+	VEF78624.1			transcriptional regulator	ethR		NCTC11427_00558	558	185	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	566478	566945	+					comEB		NCTC11427_00559	468		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	566478	566945	+	VEF78625.1			dCMP deaminase	comEB		NCTC11427_00559	468	155	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	567034	567663	+					upp		NCTC11427_00560	630		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	567034	567663	+	VEF78626.1			uracil phosphoribosyltransferase	upp		NCTC11427_00560	630	209	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	567837	568427	+					clpP		NCTC11427_00561	591		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	567837	568427	+	VEF78627.1			ATP-dependent Clp protease proteolytic subunit	clpP		NCTC11427_00561	591	196	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	568506	568775	+							NCTC11427_00562	270		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	568506	568775	+	VEF78628.1			UPF0298 protein SSU98			NCTC11427_00562	270	89	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	568864	570024	+					livJ		NCTC11427_00563	1161		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	568864	570024	+	VEF78629.1			ABC transporter substrate binding lipoprotein-branched chain amino acid transport	livJ		NCTC11427_00563	1161	386	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	570144	571013	+					livH		NCTC11427_00564	870		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	570144	571013	+	VEF78630.1			branched-chain amino acid ABC transporter permease	livH		NCTC11427_00564	870	289	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	571017	571973	+					livM		NCTC11427_00565	957		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	571017	571973	+	VEF78631.1			branched-chain amino acid ABC transporter permease	livM		NCTC11427_00565	957	318	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	571973	572737	+					lptB		NCTC11427_00566	765		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	571973	572737	+	VEF78632.1			putative branched-chain amino acid transport protein	lptB		NCTC11427_00566	765	254	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	572737	573447	+					livF		NCTC11427_00567	711		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	572737	573447	+	VEF78633.1			branched-chain amino acid transport protein	livF		NCTC11427_00567	711	236	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	573860	574516	+							NCTC11427_00568	657		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	573860	574516	+	VEF78634.1			CBS domain containing protein			NCTC11427_00568	657	218	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	574745	575722	+					prfB		NCTC11427_00569	978		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	574745	575722	+	VEF78635.1			peptide chain release factor 2	prfB		NCTC11427_00569	978	325	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	575740	576432	+					ftsE		NCTC11427_00570	693		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	575740	576432	+	VEF78636.1			cell division ATP-binding protein FtsE	ftsE		NCTC11427_00570	693	230	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	576425	577351	+					ftsX		NCTC11427_00571	927		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	576425	577351	+	VEF78637.1			cell division ABC transporter, permease protein FtsX	ftsX		NCTC11427_00571	927	308	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	577570	579756	+					ptsG		NCTC11427_00572	2187		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	577570	579756	+	VEF78638.1			PTS glucose-specific enzyme IIABC component	ptsG		NCTC11427_00572	2187	728	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	579808	580623	+							NCTC11427_00573	816		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	579808	580623	+	VEF78639.1			metal-dependent hydrolase superfamily protein			NCTC11427_00573	816	271	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	580755	582098	+					rheB		NCTC11427_00574	1344		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	580755	582098	+	VEF78640.1			ATP-dependent RNA helicase	rheB		NCTC11427_00574	1344	447	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	582341	583720	+							NCTC11427_00575	1380		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	582341	583720	+	VEF78641.1			putative peptidoglycan-binding domain-containing protein			NCTC11427_00575	1380	459	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	584061	585257	+					metK		NCTC11427_00576	1197		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	584061	585257	+	VEF78642.1			S-adenosylmethionine synthetase	metK		NCTC11427_00576	1197	398	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	585319	585618	-							NCTC11427_00577	300		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	585319	585618	-	VEF78643.1			Domain of uncharacterised function (DUF1827)			NCTC11427_00577	300	99	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	585677	586129	-							NCTC11427_00578	453		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	585677	586129	-	VEF78644.1			MutT/NUDIX family protein			NCTC11427_00578	453	150	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	586306	587208	+							NCTC11427_00579	903		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	586306	587208	+	VEF78645.1			transcriptional regulator, DeoR family			NCTC11427_00579	903	300	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	587263	587877	+							NCTC11427_00580	615		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	587263	587877	+	VEF78646.1			Uncharacterized conserved protein			NCTC11427_00580	615	204	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	587920	590178	-					clpE		NCTC11427_00581	2259		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	587920	590178	-	VEF78647.1			ATP-dependent Clp protease, ATP-binding subunit	clpE		NCTC11427_00581	2259	752	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	590418	590648	-					ykuJ		NCTC11427_00582	231		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	590418	590648	-	VEF78648.1			Protein of uncharacterised function (DUF1797)	ykuJ		NCTC11427_00582	231	76	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	590840	591523	+					artQ_2		NCTC11427_00583	684		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	590840	591523	+	VEF78649.1			amino acid ABC transporter permease	artQ_2		NCTC11427_00583	684	227	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	591523	592257	+					artM_3		NCTC11427_00584	735		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	591523	592257	+	VEF78650.1			amino acid ABC transporter ATP-binding protein	artM_3		NCTC11427_00584	735	244	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	592291	592611	+							NCTC11427_00585	321		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	592291	592611	+	VEF78651.1			TfoX N-terminal domain family protein			NCTC11427_00585	321	106	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	592760	593617	+					folD		NCTC11427_00586	858		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	592760	593617	+	VEF78652.1			FolD bifunctional protein; includes: methylenetetrahydrofolate dehydrogenase, methenyltetrahydrofolate cyclohydrolase	folD		NCTC11427_00586	858	285	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	593622	594395	+							NCTC11427_00587	774		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	593622	594395	+	VEF78653.1			HAD hydrolase superfamily protein			NCTC11427_00587	774	257	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	594452	595303	+					nnrD		NCTC11427_00588	852		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	594452	595303	+	VEF78654.1			sugar kinase	nnrD		NCTC11427_00588	852	283	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	595503	597992	+					dinG		NCTC11427_00589	2490		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	595503	597992	+	VEF78655.1			ATP-dependent helicase DinG	dinG		NCTC11427_00589	2490	829	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	597998	599221	+					rodA		NCTC11427_00590	1224		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	597998	599221	+	VEF78656.1			RodA	rodA		NCTC11427_00590	1224	407	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	599232	599786	+					yajL		NCTC11427_00591	555		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	599232	599786	+	VEF78657.1			type 1 glutamine amidotransferase	yajL		NCTC11427_00591	555	184	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	600160	601023	+					rgg		NCTC11427_00592	864		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	600160	601023	+	VEF78658.1			transcriptional regulator	rgg		NCTC11427_00592	864	287	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	601113	605837	+					gtfC		NCTC11427_00593	4725		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	601113	605837	+	VEF78659.1			glycosyltransferase	gtfC		NCTC11427_00593	4725	1574	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	606289	606861	+					gph		NCTC11427_00594	573		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	606289	606861	+	VEF78660.1			HAD hydrolase superfamily protein	gph		NCTC11427_00594	573	190	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	606875	608821	+					gyrB		NCTC11427_00595	1947		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	606875	608821	+	VEF78661.1			DNA gyrase subunit B	gyrB		NCTC11427_00595	1947	648	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	608902	610629	+					ezrA		NCTC11427_00596	1728		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	608902	610629	+	VEF78662.1			negative regulator of septation ring formation	ezrA		NCTC11427_00596	1728	575	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	610782	612122	+					pgdA		NCTC11427_00597	1341		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	610782	612122	+	VEF78663.1			peptidoglycan GlcNAc deacetylase	pgdA		NCTC11427_00597	1341	446	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	612204	613046	+					yvgN		NCTC11427_00598	843		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	612204	613046	+	VEF78664.1			oxidoreductase, aldo/keto reductase family	yvgN		NCTC11427_00598	843	280	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	613336	617847	+					scpA_1		NCTC11427_00599	4512		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	613336	617847	+	VEF78665.1			serine protease, PA_C5a_like	scpA_1		NCTC11427_00599	4512	1503	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	618165	618536	+							NCTC11427_00601	372		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	618165	618536	+	VEF78666.1			glutathione-dependent formaldehyde-activating protein			NCTC11427_00601	372	123	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	618748	619665	+					glyQ		NCTC11427_00602	918		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	618748	619665	+	VEF78667.1			glycyl-tRNA synthetase alpha subunit	glyQ		NCTC11427_00602	918	305	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	619925	621961	+					glyS		NCTC11427_00603	2037		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	619925	621961	+	VEF78668.1			glycyl-tRNA synthetase beta subunit	glyS		NCTC11427_00603	2037	678	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	622003	622260	+					ynzC		NCTC11427_00604	258		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	622003	622260	+	VEF78669.1			Uncharacterized protein conserved in bacteria	ynzC		NCTC11427_00604	258	85	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	622344	623588	-					azr_1		NCTC11427_00605	1245		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	622344	623588	-	VEF78670.1			flavin reductase	azr_1		NCTC11427_00605	1245	414	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	623606	624211	-					azr_2		NCTC11427_00606	606		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	623606	624211	-	VEF78671.1			NADPH-dependent FMN reductase domain-containing protein	azr_2		NCTC11427_00606	606	201	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	624230	625192	-					apbE		NCTC11427_00607	963		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	624230	625192	-	VEF78672.1			thiamine biosynthesis protein	apbE		NCTC11427_00607	963	320	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	625467	626846	+							NCTC11427_00608	1380		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	625467	626846	+	VEF78673.1			NADH oxidase			NCTC11427_00608	1380	459	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	627104	627979	+					pdx1		NCTC11427_00609	876		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	627104	627979	+	VEF78674.1			pyridoxal biosynthesis lyase PdxS	pdx1		NCTC11427_00609	876	291	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	627980	628561	+					pdxT		NCTC11427_00610	582		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	627980	628561	+	VEF78675.1			glutamine amidotransferase subunit PdxT	pdxT		NCTC11427_00610	582	193	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	628581	629228	-					yqfA		NCTC11427_00611	648		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	628581	629228	-	VEF78676.1			hlyIII superfamily protein	yqfA		NCTC11427_00611	648	215	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	629225	629671	-							NCTC11427_00612	447		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	629225	629671	-	VEF78677.1			BS_ykrK family protein			NCTC11427_00612	447	148	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	629806	630300	+							NCTC11427_00613	495		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	629806	630300	+	VEF78678.1			acetyltransferase, GNAT family protein			NCTC11427_00613	495	164	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	630297	630812	+					ogt		NCTC11427_00614	516		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	630297	630812	+	VEF78679.1			methylated-DNA-[protein]-cysteineS-methyltransferase	ogt		NCTC11427_00614	516	171	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	630825	631181	+					spxA_1		NCTC11427_00615	357		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	630825	631181	+	VEF78680.1			ArshC family protein	spxA_1		NCTC11427_00615	357	118	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	631338	632138	+					yxeN		NCTC11427_00616	801		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	631338	632138	+	VEF78681.1			aspartate/glutamate ABC transporter permease	yxeN		NCTC11427_00616	801	266	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	632138	632881	+					tcyN		NCTC11427_00617	744		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	632138	632881	+	VEF78682.1			aspartate/glutamate ABC transporter ATP-binding protein	tcyN		NCTC11427_00617	744	247	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	632959	633183	+							NCTC11427_00618	225		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	632959	633183	+	VEF78683.1			membrane associated protein			NCTC11427_00618	225	74	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	633249	634160	+					trxA_1		NCTC11427_00619	912		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	633249	634160	+	VEF78684.1			thioredoxin reductase	trxA_1		NCTC11427_00619	912	303	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	634197	634925	-							NCTC11427_00620	729		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	634197	634925	-	VEF78685.1			TrmH family RNA methyltransferase group 3			NCTC11427_00620	729	242	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	634970	635581	-					def		NCTC11427_00621	612		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	634970	635581	-	VEF78686.1			peptide deformylase	def		NCTC11427_00621	612	203	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	635737	637056	+							NCTC11427_00622	1320		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	635737	637056	+	VEF78687.1			poly-gamma-glutamate biosynthesis protein			NCTC11427_00622	1320	439	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	637080	637907	+					supH		NCTC11427_00623	828		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	637080	637907	+	VEF78688.1			HAD hydrolase superfamily protein	supH		NCTC11427_00623	828	275	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	637909	638544	+							NCTC11427_00624	636		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	637909	638544	+	VEF78689.1			GDSL-like lipase/acylhydrolase family protein			NCTC11427_00624	636	211	
gene	tmRNA	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	638603	638947	+					ssrA		NCTC11427_00625	345		
tmRNA		GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	638603	638947	+				transfer-messenger RNA, SsrA	ssrA		NCTC11427_00625	345		
gene	tRNA	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	639021	639110	+							NCTC11427_00626	90		
tRNA		GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	639021	639110	+				tRNA-Ser			NCTC11427_00626	90		
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	639189	640148	+							NCTC11427_00627	960		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	639189	640148	+	VEF78690.1			protein, beta-lactamase/transpeptidase-like predicted			NCTC11427_00627	960	319	
gene	tRNA	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	640317	640406	-							NCTC11427_00628	90		
tRNA		GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	640317	640406	-				tRNA-Ser			NCTC11427_00628	90		
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	640567	641307	+					fruR		NCTC11427_00629	741		
